Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,"Fremstilling og bearbejdning af andet glas, herunder teknisk glas",Fremstilling af andre keramiske produkter,"Fremstilling af flasker, drikkeglas mv.",Fremstilling af keramiske husholdningsartikler og pyntegenstande,Fremstilling af byggematerialer af beton,Fremstilling af cement,Fremstilling af færdigblandet beton,Fremstilling af glasfiber,Fremstilling af keramiske teglsten og gulvfliser,"Fremstilling af andre produkter af beton, cement og gips",Fremstilling af asfalt og tagpap,"Fremstilling af mursten, teglsten og byggematerialer af brændt ler",Fremstilling af byggematerialer af gips,Fremstilling af keramiske isolatorer og isoleringsdele,Formning og forarbejdning af planglas,Fremstilling af ildfaste produkter,"Fremstilling af andre ikke-metalholdige mineralske produkter, bortset fra asfalt og tagpap",Fremstilling af keramiske sanitetsartikler,Fremstilling af kalk og gips,"Tilhugning, tilskæring og færdigbearbejdning af sten",Fremstilling af mørtel,Fremstilling af planglas,Fremstilling af slibemidler,Fremstilling af andre keramiske produkter til teknisk brug,Fremstilling af fibercement
MC Diamantskæring ApS,"Ballevej 24, 8570 Trustrup",Norddjurs,25.04.2017,4.0,Mikro,Anpartsselskab,38596403,50.0,1764000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bordpladenpro ApS,"Kulsviervej 5, 3400 Hillerød",Hillerød,08.01.2015,1.0,Mikro,Anpartsselskab,36488247,50.0,202000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
New Board Company ApS,"Abildgaardsvej 79, 2830 Virum",Lyngby-Taarbæk,10.07.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,36971142,44.0,21000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosch Beton Danmark ApS,"Brundtlandparken 5, 6520 Toftlund",Tønder,10.12.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41968761,40.0,75000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BG ELEMENTER, RØDBY A/S","Farvervej 1, 8800 Viborg",Viborg,31.08.1975,Ikke oplyst,Ikke oplyst,Aktieselskab,56020012,1.0,1624000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LETH BETON A/S,"Rishøjvej 26, 7755 Bedsted Thy",Thisted,01.06.1993,237.0,Mellemstor,Aktieselskab,17024531,500.0,36964000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ildfast ApS,"Frederiks Plads 42 7 th, 8000 Aarhus C",Århus,19.09.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40806644,40.0,-6000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egernsund Wienerberger Production A/S,"H.C. Ørsteds Vej 50 C, 1879 Frederiksberg C",Frederiksberg,29.11.1977,156.0,Mellemstor,Aktieselskab,82753915,1.606,128755000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bore Specialisten ApS,"Elsted Byvej 12, 8520 Lystrup",Århus,24.06.2016,5.0,Mikro,Anpartsselskab,37822396,50.0,2539000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Biomason Denmark ApS,"Finsensvej 1 F, 7430 Ikast",Ikast-Brande,15.02.2022,9.0,Mikro,Anpartsselskab,43073001,40.0,-17700000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYRSTED STENHUGGERI ApS,"Bjerrevej 211, 8700 Horsens",Horsens,28.02.2001,3.0,Mikro,Anpartsselskab,25921224,200.0,2353000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ROSKILDE MARMOR OG GRANIT ApS,"Københavnsvej 6, 4000 Roskilde",Roskilde,30.06.2009,2.0,Mikro,Anpartsselskab,32276970,125.0,233000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MOBIL BETON ApS,"Døstrupvej 161, 9500 Hobro",Mariagerfjord,01.08.1988,Ikke oplyst,Ikke oplyst,Anpartsselskab,12333641,200.0,3240000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vangs Keramiske Værksted ApS,"Nordskovvej 7, 5750 Ringe",Faaborg-Midtfyn,15.05.2008,5.0,Mikro,Anpartsselskab,31430542,192.0,1054000.0,DKK,2024.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Filip's Sten- og Billedhuggeri ApS,"Ormhøjgårdvej 10 A, 8700 Horsens",Horsens,30.06.2016,4.0,Mikro,Anpartsselskab,37838780,50.0,2673000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Zuni ApS,"Gisselfeldvej 8, 2665 Vallensbæk Strand",Vallensbæk,18.10.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43588893,125.0,-1320000.0,DKK,2023.0,0,0,23,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTRA ABRASIVES ApS,"Flæsketorvet 68 1, 1711 København V",København,02.11.2010,1.0,Mikro,Anpartsselskab,33257015,400.0,-485000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Wood&Stone A/S,"Ejby Industrivej 2, 2600 Glostrup",Glostrup,11.08.2006,4.0,Mikro,Aktieselskab,29776423,500.0,3323000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BELLINGE FLISER & HEGN A/S,"Lysholt Alle 4, 7430 Ikast",Ikast-Brande,24.06.1992,Ikke oplyst,Ikke oplyst,Aktieselskab,16198390,1.021,-567000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLASPUSTERIET GLASSERIET ApS,"Magstræde 6, 2791 Dragør",Tårnby,28.12.2006,1.0,Mikro,Anpartsselskab,29831130,125.0,500000.0,DKK,2023.0,0,0,23,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pottemagerværkstedet Hirtshals ApS,"Hjørringgade 16 B, 9850 Hirtshals",Hjørring,14.12.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,40106049,50.0,11000.0,DKK,2023.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEONHARD GLAS A/S,"Glarmestervej 1, 7000 Fredericia",Fredericia,02.05.1985,10.0,Lille,Aktieselskab,78188618,500.0,7208000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNAUF A/S,"Kløvermarksvej 6, 9500 Hobro",Mariagerfjord,14.12.1967,195.0,Mellemstor,Aktieselskab,54050313,50.0,172397000.0,DKK,2023.0,1,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STRUERS ApS,"Pederstrupvej 84, 2750 Ballerup",Ballerup,01.11.1991,226.0,Mellemstor,Anpartsselskab,15683309,3.0,506680000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Sten & Skulptur, Vanja Mia Schwartz ApS","Præstemosevej 11, 3480 Fredensborg",Fredensborg,01.12.2021,1.0,Mikro,Anpartsselskab,42904244,40.0,459000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LBH INTERNATIONAL A/S,"Kohaven 9, 5300 Kerteminde",Kerteminde,26.09.1978,24.0,Lille,Aktieselskab,84890715,770.0,19912000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A/S BOLIGBETON,"Gl Præstegårdsvej 19, 8723 Løsning",Hedensted,28.12.1961,391.0,Stor,Aktieselskab,31345928,5.165,95085000.0,DKK,2023.0,1,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANOPAL A/S,"Klim Strandvej 284, 9690 Fjerritslev",Jammerbugt,01.08.1989,Ikke oplyst,Ikke oplyst,Aktieselskab,13409536,2.0,1584000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DFI-GEISLER A/S,"Industrivej 21, 7900 Nykøbing M",Morsø,02.07.1990,164.0,Mellemstor,Aktieselskab,14250794,1.904,86076000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RADO THERMOGLAS ApS,"Fuglebakken 20, 8960 Randers SØ",Randers,29.12.2008,Ikke oplyst,Ikke oplyst,Anpartsselskab,31894735,500.0,-5000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANTONIT A/S,"Energivej 30, 5260 Odense S",Odense,17.09.2007,Ikke oplyst,Ikke oplyst,Aktieselskab,30898400,600.0,2814000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stärkström ApS,"Kostervej 2 E, 4780 Stege",Vordingborg,15.03.2021,1.0,Mikro,Anpartsselskab,42221279,50.0,32000.0,DKK,2023.0,0,0,23,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thermobeton ApS,"Lysholt Alle 4, 7430 Ikast",Ikast-Brande,23.03.2022,1.0,Mikro,Anpartsselskab,43145843,50.0,235000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEST-FIBER ApS,"Odderskærvej 5, 6900 Skjern",Ringkøbing-Skjern,17.06.2002,5.0,Mikro,Anpartsselskab,26676568,125.0,35506000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steenberg & Frydenlund ApS,"Strandvejen 9 kl, 7800 Skive",Skive,13.04.2023,2.0,Mikro,Anpartsselskab,43996703,40.0,186000.0,DKK,2024.0,0,0,23,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARMORLINE & CO. A/S,"Odinsvej 25, 7200 Grindsted",Billund,01.07.1999,29.0,Lille,Aktieselskab,21806633,1.0,21438000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PERNILLE BÜLOW A/S,"Brænderigænget 8, 3740 Svaneke",Bornholm,26.05.2000,11.0,Lille,Aktieselskab,25395107,500.0,5037000.0,DKK,2023.0,0,0,23,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reiling Green Tech ApS,"Maglemølle 60, 4700 Næstved",Næstved,30.05.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,38708813,50.0,0.0,DKK,2023.0,0,0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sally Kelbøl Invest ApS,"Ørkebyvej 5, 5450 Otterup",Nordfyns,23.06.1976,1.0,Mikro,Anpartsselskab,35400710,200.0,1760000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENGSKO A/S,"Tronholmen 10 E, 8960 Randers SØ",Randers,10.04.1946,7.0,Mikro,Aktieselskab,35493018,1.0,5111000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MAADE PRODUCTION ApS,"Tøndervej 85 B, 6780 Skærbæk",Tønder,25.06.1997,Ikke oplyst,Ikke oplyst,Anpartsselskab,20122404,500.0,-109000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Rumett ApS,"Nattergalevej 6, 2400 København NV",København,24.11.2022,1.0,Mikro,Anpartsselskab,43676997,40.0,93000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRH Products A/S,"Bjerrevej 80, 8840 Rødkærsbro",Viborg,18.05.1976,159.0,Mellemstor,Aktieselskab,58048917,11.0,49013000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ole Jessen APS,"Bryggen 31, 9240 Nibe",Aalborg,28.04.2022,1.0,Mikro,Anpartsselskab,43225340,40.0,114000.0,DKK,2024.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNAUF INSULATION A/S,"Københavnsvej 106 H, 4000 Roskilde",Roskilde,27.07.2012,4.0,Mikro,Aktieselskab,34622698,500.0,32050000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esther Katrine Keramik ApS,"Stensbyvej 26, 4773 Stensved",Vordingborg,07.09.2022,2.0,Mikro,Anpartsselskab,43493337,40.0,-160000.0,DKK,2023.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAN-ELEMENT A/S,"Fabriksvej 12, 7800 Skive",Skive,14.03.1986,131.0,Mellemstor,Aktieselskab,10209781,500.0,32311000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fliselageret Aps,"Falstersgade 10, 6400 Sønderborg",Sønderborg,29.12.2017,4.0,Mikro,Anpartsselskab,39232561,50.0,2322000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBERHART FURNITURE ApS,"Dortheavej 6, 2400 København NV",København,22.01.2014,6.0,Mikro,Anpartsselskab,35648194,50.0,3073000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PANKAS A/S,"Rundforbivej 34, 2950 Vedbæk",Rudersdal,01.04.1939,217.0,Mellemstor,Aktieselskab,20732318,65.0,200571000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHELLERUP CONSULT ApS,"Slotsmarken 18 1, 2970 Hørsholm",Hørsholm,09.12.2009,1.0,Mikro,Anpartsselskab,32656307,80.0,192000.0,DKK,2024.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prodatek A/S,"Endelavevej 1, 8940 Randers SV",Randers,31.08.2017,10.0,Lille,Aktieselskab,38903691,400.0,5741000.0,DKK,2024.0,0,0,23,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pust Glasværksted ApS,"Adelgade 29 E st, 8400 Ebeltoft",Syddjurs,21.06.2021,2.0,Mikro,Anpartsselskab,42488356,40.0,911000.0,DKK,2023.0,0,0,23,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gudnason Natursten A/S,"Industrivej 2, 7323 Give",Vejle,28.04.1980,28.0,Lille,Aktieselskab,89661714,400.0,14437000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HC Betonelementer A/S,"Teglværksvej 62, 4700 Næstved",Næstved,28.04.2022,6.0,Mikro,Aktieselskab,43227823,400.0,2863000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANSK POLYGLAS A/S,"Industrivej 12, 5672 Broby",Faaborg-Midtfyn,28.06.1999,16.0,Lille,Aktieselskab,21802042,750.0,7613000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Backhaus-Brown ApS,"Nordre Beddingsvej 26, 3390 Hundested",Halsnæs,26.03.2019,8.0,Mikro,Anpartsselskab,40385371,50.0,1835000.0,DKK,2024.0,0,0,23,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHIØLER'S EFTF. ApS,"Nybrogade 26, 4800 Nykøbing F",Guldborgsund,05.03.1992,6.0,Mikro,Anpartsselskab,15942371,200.0,3977000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A/S LIP BYGNINGSARTIKLER. NØRRE AABY,"Industrivej 16, 5580 Nørre Aaby",Middelfart,30.11.1970,63.0,Mellemstor,Aktieselskab,29152314,1.0,59693000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYBO INNOVATION ApS,"Nørre Boulevard 23, 8900 Randers C",Randers,31.03.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,35847197,40.0,-22000.0,DKK,2023.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BILLESCHOU A/S,"Islandsvej 2, 7100 Vejle",Vejle,13.06.1953,60.0,Mellemstor,Aktieselskab,41326611,500.0,46024000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AKTIESELSKABET J.N. BECH,"Hjaltesvej 23, 8960 Randers SØ",Randers,07.12.1944,25.0,Lille,Aktieselskab,14988319,500.0,13661000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKAGEN CEMENTSTØBERI A/S,"Drogden 3, 9990 Skagen",Frederikshavn,01.07.1977,63.0,Mellemstor,Aktieselskab,83037814,1.12,63232000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ærø Beton ApS,"Thorupvej 1 A, 5970 Ærøskøbing",Ærø,02.06.2022,1.0,Mikro,Anpartsselskab,43307509,40.0,505000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALFIX A/S,"H.C. Ørsteds Vej 13, 6000 Kolding",Kolding,29.11.1984,48.0,Lille,Aktieselskab,76443815,5.0,53367000.0,DKK,2024.0,1,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
EM-FIBERGLAS A/S,"Hornsyld Industrivej 20, 8783 Hornsyld",Hedensted,31.01.2010,69.0,Mellemstor,Aktieselskab,32764509,10.0,68792000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timestone ApS,"Brårupgade 18 C, 7800 Skive",Skive,07.05.2020,1.0,Mikro,Anpartsselskab,41353120,136.0,-390000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
POTTEMAGEREN ApS,"Juelsgade 7, 7130 Juelsminde",Hedensted,26.02.2011,Ikke oplyst,Ikke oplyst,Anpartsselskab,33507232,80.0,3000.0,DKK,2023.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL BETON A/S,"Mulebyvej 40, 3700 Rønne",Bornholm,11.07.2011,92.0,Mellemstor,Aktieselskab,33783736,1.0,59388000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
