Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Smedning og valsning af metal samt pulvermetallurgi,Maskinforarbejdning af metal,Fremstilling af håndværktøj,Fremstilling af andre færdige metalprodukter i.a.n.,Overfladebehandling af metal,Fremstilling af metalkonstruktioner og dele heraf,Fremstilling af døre og vinduer af metal,Fremstilling af andre tanke og beholdere af metal,Fremstilling af våben og ammunition,Fremstilling af låse og hængsler,"Fremstilling af bestik, skære- og klipperedskaber","Fremstilling af trådvarer, kæder og fjedre","Fremstilling af lukkeanordninger, bolte, skruer og møtrikker",Fremstilling af metaltønder og lignende beholdere,Fremstilling af letmetalemballage,Varmebehandling af metal,"Fremstilling af radiatorer, damp- og fyringskedler til centralvarmeanlæg"
MJ Industrilakering ApS,"Industrivej 9, 8740 Brædstrup",Horsens,16.06.2021,7.0,Mikro,Anpartsselskab,42505986,40.0,2246000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JÆGERSPRIS FINMEKANISK ApS,"Sportsvej 2, 3630 Jægerspris",Frederikssund,29.06.2011,24.0,Lille,Anpartsselskab,33772890,80.0,11781000.0,DKK,2024.0,1,1,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAHL ENGINEERING ApS,"Løvevej 3, 7700 Thisted",Thisted,01.01.2015,10.0,Lille,Anpartsselskab,36488808,50.0,16178000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP TECHNIQ A/S,"Aage Grams Vej 1, 6500 Vojens",Haderslev,09.10.2003,25.0,Lille,Aktieselskab,27387071,500.0,-1446000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agriment ApS,"Kærsangervej 16, 8870 Langå",Favrskov,06.01.2022,3.0,Mikro,Anpartsselskab,42974609,40.0,1466000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROSKILDE GALVANISERING A/S,"Ro's Have 15, 4000 Roskilde",Roskilde,28.09.1970,19.0,Lille,Aktieselskab,33911114,500.0,9696000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tømrermester Frandsen ApS,"Skullebjerg Allé 45, 7000 Fredericia",Fredericia,15.06.2004,3.0,Mikro,Anpartsselskab,27908799,126.0,539000.0,DKK,2023.0,0,0,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALS MASKINFABRIK ApS,"Ellegårdvej 25 F, 6400 Sønderborg",Sønderborg,10.09.2013,10.0,Lille,Anpartsselskab,35472355,220.0,2853000.0,DKK,2023.0,1,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FV-TOOL ApS,"Svendebrevet 22, 3230 Græsted",Gribskov,23.12.1999,1.0,Mikro,Anpartsselskab,25116925,500.0,2424000.0,DKK,2023.0,1,0,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEPTECH AUTOMATIK & PROCESUDSTYR ApS,"Vestervænget 6, 9530 Støvring",Rebild,02.01.2008,1.0,Mikro,Anpartsselskab,31182190,125.0,802000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELSA STEEL SERVICE A/S,"Frodebjergvej 6, 3650 Ølstykke",Egedal,30.09.1964,73.0,Mellemstor,Aktieselskab,32988210,4.3,23875000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
THOMSENS METALSLIBERI 2014 ApS,"Fabriksvej 4, 6580 Vamdrup",Kolding,27.02.2014,5.0,Mikro,Anpartsselskab,35672958,50.0,1192000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KÅRE VINDELØV SMEDE OG MASKINSERVICE ApS,"Kobbelgårdsvej 10, 7000 Fredericia",Fredericia,22.06.2004,Ikke oplyst,Ikke oplyst,Anpartsselskab,27919227,125.0,91000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYMETAL A/S,"Gaabensevej 117, 4800 Nykøbing F",Guldborgsund,28.12.1981,39.0,Lille,Aktieselskab,70191814,1.204,28251000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P.P. RØRMONTAGE ApS,"Gl. Skolevej 14, 6600 Vejen",Vejen,30.03.1988,1.0,Mikro,Anpartsselskab,12028806,125.0,632000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A.T.I. A/S,"Elbækvej 73, 8700 Horsens",Horsens,30.06.2022,2.0,Mikro,Aktieselskab,43362623,400.0,472000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHØLLER STÅL ApS,"Ringager 9-11, 2605 Brøndby",Brøndby,02.05.2011,14.0,Lille,Anpartsselskab,33640706,549.0,6321000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pro-Duct ApS,"Sverigesvej 8, 7480 Vildbjerg",Herning,12.07.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,37871524,200.0,-18000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dansk Tagvindue ApS,"Nyholms Alle 23, 2610 Rødovre",Rødovre,21.12.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,37317233,50.0,-1000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISABELLA A/S,"Isabellahøj 3, 7100 Vejle",Vejle,30.01.1978,88.0,Mellemstor,Aktieselskab,87619117,3.0,69128000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JH Steel ApS,"Ærtebjergvej 110, 4230 Skælskør",Slagelse,25.08.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,38880861,40.0,23000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES STÅLINDUSTRI ApS,"Estlandsvej 1, 7480 Vildbjerg",Herning,23.06.2000,101.0,Mellemstor,Anpartsselskab,25495454,500.0,36321000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INVITEC ApS,"Industrivej 27, 5592 Ejby",Middelfart,26.06.2012,7.0,Mikro,Anpartsselskab,34698198,80.0,3457000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RADIATORDESIGN ApS,"Brandstrupvej 10, 2610 Rødovre",Rødovre,05.02.2002,3.0,Mikro,Anpartsselskab,26446074,125.0,535000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TODO Industriservice A/S,"Søstremosevej 5 A, 4400 Kalundborg",Kalundborg,23.04.2009,8.0,Mikro,Aktieselskab,32102328,500.0,5861000.0,DKK,2023.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSSM ApS,"Teglvænget 113 B, 7400 Herning",Herning,18.06.2012,5.0,Mikro,Anpartsselskab,34594937,80.0,1891000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KM RUSTFRI A/S,"Gammel Rønbjerg Vej 2 a, 7800 Skive",Skive,28.08.2009,57.0,Mellemstor,Aktieselskab,32440355,500.0,-1638000.0,DKK,2023.0,1,1,25,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microturn A/S,"Bakkegårdsvej 106, 3050 Humlebæk",Fredensborg,29.04.1998,22.0,Lille,Aktieselskab,20981385,400.0,18011000.0,DKK,2024.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christensen Group ApS,"Fiskerivej 1, 6740 Bramming",Esbjerg,11.03.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,37548146,50.0,-46000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EILER THOMSEN ALUFACADER A/S,"Ivar Lundgaards Vej 25, 7500 Holstebro",Holstebro,01.01.1989,141.0,Mellemstor,Aktieselskab,12843747,1.0,1901000.0,DKK,2024.0,1,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PANVISION ApS,"Nørreport 12, 8000 Aarhus C",Århus,26.04.2000,Ikke oplyst,Ikke oplyst,Anpartsselskab,25354370,200.0,458000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBS Staal A/S,"Hjulmagervej 11, 9490 Pandrup",Jammerbugt,10.10.2017,17.0,Lille,Aktieselskab,38998226,750.0,12602000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simotec A/S,"Rønnevej 1 A, 6240 Løgumkloster",Tønder,26.08.2021,19.0,Lille,Aktieselskab,42629588,400.0,8169000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK TRÅDINDUSTRI ApS,"Industrikrogen 7, 7200 Grindsted",Billund,16.06.1988,22.0,Lille,Anpartsselskab,12225881,200.0,16014000.0,DKK,2024.0,1,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LB Production ApS,"Langhedevej 18, 6800 Varde",Varde,02.09.2013,1.0,Mikro,Anpartsselskab,35469028,80.0,620000.0,DKK,2023.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOLBY OG SØN. JÆGERSPRIS A/S,"Kastanievej 10, 3630 Jægerspris",Frederikssund,30.05.1990,14.0,Lille,Aktieselskab,14249591,500.0,2760000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gredstedbro Smedeservice ApS,"Ravnsøvej 14, 6818 Årre",Varde,09.05.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39565021,100.0,10000.0,DKK,2024.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MASKINFABRIKKEN JST A/S,"Østergårdsvej 4, 6940 Lem St",Ringkøbing-Skjern,18.12.2007,73.0,Mellemstor,Aktieselskab,31157765,500.0,46942000.0,DKK,2023.0,1,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Æ Bette Smed ApS,"Skolegade 36, 6670 Holsted",Vejen,20.01.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,43807404,40.0,34000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRØDRENE ANKER HASLE ApS,"Østergade 28, 3790 Hasle",Bornholm,01.07.1992,13.0,Lille,Anpartsselskab,16271802,200.0,5645000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA. P.E. ANDREASSEN A/S,"Krogagervej 3, 5750 Ringe",Faaborg-Midtfyn,30.03.1985,35.0,Lille,Aktieselskab,77556311,2.653,18693000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AN METALFACADER ApS,"Møllebakken 4, 3200 Helsinge",Gribskov,17.05.2006,3.0,Mikro,Anpartsselskab,29535523,125.0,2294000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JÅK's ApS,"Brogårdsvej 42, 8370 Hadsten",Favrskov,15.03.2022,5.0,Mikro,Anpartsselskab,43128736,40.0,1857000.0,DKK,2024.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANSK GASTEKNIK ApS,"Samsøgade 12, 8700 Horsens",Horsens,19.12.2006,2.0,Mikro,Anpartsselskab,30089774,125.0,795000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LM STÅL ApS,"Tøndervej 56, 6200 Aabenraa",Aabenraa,13.09.2011,5.0,Mikro,Anpartsselskab,33884834,80.0,1454000.0,DKK,2024.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMP ENGINEERING ApS,"Lidemarksvej 81 A, 4632 Bjæverskov",Køge,01.03.2001,3.0,Mikro,Anpartsselskab,25930428,125.0,668000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYDJYDSK PULVERLAKERING ApS,"Merkurvej 4, 6000 Kolding",Kolding,26.09.2008,2.0,Mikro,Anpartsselskab,31855004,125.0,3617000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NS TEKNIK A/S,"Hyrdehøjvej 18, 9550 Mariager",Mariagerfjord,28.06.2013,18.0,Lille,Aktieselskab,35391363,500.0,8685000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NormTeknik A/S,"Industrivej 34, 6070 Christiansfeld",Kolding,10.05.1978,8.0,Mikro,Aktieselskab,84132713,665.0,15351000.0,DKK,2023.0,1,1,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOBRO MASKINFABRIK ApS,"Jyllandsvej 16, 9500 Hobro",Mariagerfjord,12.07.2010,10.0,Lille,Anpartsselskab,33067011,80.0,5835000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POM Industries A/S,"Lollandsvej 11 D, 5500 Middelfart",Middelfart,01.07.1990,32.0,Lille,Aktieselskab,14184082,875.0,14737000.0,DKK,2024.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAKMA ApS,"Lerbakken 2, 4220 Korsør",Slagelse,20.10.1975,14.0,Lille,Anpartsselskab,40995013,200.0,11781000.0,DKK,2024.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3N LAKERING A/S,"Industrivej 49, 7700 Thisted",Thisted,13.08.1979,42.0,Lille,Aktieselskab,86649411,500.0,9273000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSENTOFT SMEDE-OG MASKINFORRETNING A/S,"Storegade 49, 8960 Randers SØ",Randers,25.06.2007,14.0,Lille,Aktieselskab,30711033,500.0,9172000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RS STÅLTEKNIK A/S, HOBRO","Sjællandsvej 20, 9500 Hobro",Mariagerfjord,29.06.2007,25.0,Lille,Aktieselskab,30729145,500.0,17434000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JM Maskinfabrik A/S,"Ulsnæs 21, 6300 Gråsten",Sønderborg,03.10.2019,4.0,Mikro,Aktieselskab,40834907,400.0,2170000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NITO A/S,"H.C. Ørsteds Vej 4, 6100 Haderslev",Haderslev,01.09.1957,27.0,Lille,Aktieselskab,55151628,2.0,13071000.0,DKK,2023.0,1,0,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gunrunners ApS,"Skindersøvej 103, 3000 Helsingør",Helsingør,01.11.2007,Ikke oplyst,Ikke oplyst,Anpartsselskab,31087325,125.0,-48000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAUNKJÆR PORTE ApS,"Fabriksvænget 6, 4130 Viby Sjælland",Roskilde,09.04.2008,5.0,Mikro,Anpartsselskab,31369436,125.0,1023000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRANDTS INDUSTRILAKERING A/S,"Formervej 1, 6800 Varde",Varde,07.01.1991,39.0,Lille,Aktieselskab,14857648,1.0,21184000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LB - SMEDE OG MASKINFABRIK ApS,"Hagemannsvej 5, 8600 Silkeborg",Silkeborg,18.03.2009,6.0,Mikro,Anpartsselskab,32083188,125.0,1280000.0,DKK,2023.0,1,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRÆDSTRUP STÅL A/S,"Indre Ringvej 1, 8740 Brædstrup",Horsens,04.06.1998,6.0,Mikro,Aktieselskab,20914181,500.0,3884000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cibicom Supply A/S,"Industriparken 35, 2750 Ballerup",Ballerup,07.01.2020,Ikke oplyst,Ikke oplyst,Aktieselskab,41054840,400.0,-23000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TASSO A/S,"Frederiksgade 37, 5000 Odense C",Odense,16.01.1920,74.0,Mellemstor,Aktieselskab,37851515,15.0,6135000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DAUDING SMEDE- & MASKINFABRIK ApS,"Industrivej 5, 8740 Brædstrup",Horsens,02.12.2003,8.0,Mikro,Anpartsselskab,27465617,125.0,5400000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Våbensmeden Jagt & Sportsskydning ApS,"Hovedgaden 527, 2640 Hedehusene",Høje-Taastrup,28.06.2021,7.0,Mikro,Anpartsselskab,42503681,40.0,4986000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMED EIGILD HOLMGAARD ApS,"Fjelstrup Nørrevej 45, 6100 Haderslev",Haderslev,27.06.2007,1.0,Mikro,Anpartsselskab,30696379,125.0,192000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RM STÅLTEKNIK ApS,"Rødhøj 49, 4550 Asnæs",Odsherred,18.01.2006,8.0,Mikro,Anpartsselskab,29316481,125.0,3305000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGS Lynge A/S,"Tofteengen 5, 3540 Lynge",Allerød,26.05.1972,48.0,Lille,Aktieselskab,37928615,5.1,59979000.0,DKK,2023.0,1,0,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEJLEBY VVS A/S,"Sølvagervej 2, 4534 Hørve",Odsherred,01.07.1988,17.0,Lille,Aktieselskab,12324588,500.0,7650000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skis ApS,"Fruenshøj 13, 8541 Skødstrup",Århus,26.10.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41799773,40.0,-11000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP Industry ApS,"Metalparken 10, 6500 Vojens",Haderslev,27.04.2006,26.0,Lille,Anpartsselskab,29524548,125.0,11528000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarLab A/S,"Industrivej 8, 8260 Viby J",Århus,12.10.2012,16.0,Lille,Aktieselskab,34720975,400.0,16041000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT MILJØTEKNIK ApS,"Maltgørervej 5, 5471 Søndersø",Nordfyns,20.10.2002,28.0,Lille,Anpartsselskab,26834783,125.0,14558000.0,DKK,2024.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALEKS STEEN ApS,"Sverigesvej 2, 8660 Skanderborg",Skanderborg,02.01.1991,22.0,Lille,Anpartsselskab,14913882,200.0,22520000.0,DKK,2023.0,1,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEJ INDUSTRI ApS,"Torshøjvej 260, 8362 Hørning",Skanderborg,14.02.2008,Ikke oplyst,Ikke oplyst,Anpartsselskab,31265282,125.0,-20000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BP Stål Design ApS,"Norgesvej 14, 8450 Hammel",Favrskov,31.03.2023,4.0,Mikro,Anpartsselskab,43956728,40.0,766000.0,DKK,2023.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KALLESØE INDUSTRILAK ApS,"Sabroesvej 3, 8600 Silkeborg",Silkeborg,09.06.2010,4.0,Mikro,Anpartsselskab,33033923,80.0,1856000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troels Beenfeldt ApS,"Handal 15, 8643 Ans By",Silkeborg,13.03.2020,1.0,Mikro,Anpartsselskab,41243392,40.0,561000.0,DKK,2024.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT Stål ApS,"Rolighedsvej 8, 7160 Tørring",Hedensted,25.06.2015,5.0,Mikro,Anpartsselskab,36935839,50.0,1724000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ragdry ApS,"Nordvej 15 7 th, 3000 Helsingør",Helsingør,22.10.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40881492,40.0,-9000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHT GROUP A/S,"Industriområdet 107, 8732 Hovedgård",Horsens,02.04.2004,32.0,Lille,Aktieselskab,27681700,500.0,8822000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T. NØRREGAARD ApS,"Vamdrupvej 11, 6580 Vamdrup",Kolding,06.09.2006,3.0,Mikro,Anpartsselskab,29848726,125.0,893000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
