Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Fremstilling af friske bageriprodukter,Anden forarbejdning og konservering af frugt og grøntsager,"Forarbejdning og konservering af fisk, krebsdyr og bløddyr, undtagen fiskemel",Fremstilling af mejeriprodukter,Fremstilling af færdige foderblandinger til landbrugsdyr,Fremstilling af andre fødevarer i.a.n.,Fremstilling af færdigretter,"Fremstilling af kakao, chokolade og sukkervarer",Fremstilling af kød- og fjerkrækødprodukter,Fremstilling af homogeniserede produkter og diætmad,Fremstilling af stivelse og stivelsesprodukter,Fremstilling af konsumis,Industriel fremstilling af brød og kager mv.,Fremstilling af mølleriprodukter,Fremstilling af olier og fedtstoffer,Forarbejdning af te og kaffe,Forarbejdning af andet kød,Fremstilling af frugt- og grøntsagssaft,Fremstilling af margarine o.lign. spiselige fedtstoffer,Fremstilling af færdige foderblandinger til kæledyr,Fremstilling af smagspræparater og krydderier,Fremstilling af dejprodukter,"Fremstilling af tvebakker, kiks, konserverede kager, tærter mv.",Forarbejdning og konservering af fjerkrækød,Fremstilling af fiskemel,Forarbejdning af svinekød,Forarbejdning og konservering af kartofler,Fremstilling af sukker
VARDE LAKS A/S,"Snedkervej 2, 6800 Varde",Varde,23.09.2004,59.0,Mellemstor,Aktieselskab,28114095,500,35141000.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ishøj Bageren ApS,"Vallensbæk Strandvej 6, 2665 Vallensbæk Strand",Vallensbæk,19.05.2020,18.0,Lille,Anpartsselskab,41370270,40,-4000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasta Chips ApS,"Mågevej 23 3 tv, 2400 København NV",København,18.05.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43278169,40,-91000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ROYAL FISH DENMARK A/S,"Havnen 43, 7700 Thisted",Thisted,01.01.1998,17.0,Lille,Aktieselskab,20601302,500,9686000.0,DKK,2024.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ejvang Øko ApS,"Tingstedvej 38, 4350 Ugerløse",Holbæk,13.11.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,37236330,50,1645000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kaplak ApS,"Snapsund 16, 8700 Horsens",Horsens,01.06.2020,8.0,Mikro,Anpartsselskab,41405643,40,2294000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KB - Vejen 25-02-19 ApS,"Priorsvej 31, 8600 Silkeborg",Silkeborg,25.02.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40294368,300,7874000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRILLIANT CAVIAR A/S,"Dalgasvej 2, 7100 Vejle",Vejle,26.01.2015,Ikke oplyst,Ikke oplyst,Aktieselskab,36501383,500,2878000.0,DKK,2024.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GULDBORGS REJEPILLERI ApS,"Guldborgvej 354, 4862 Guldborg",Guldborgsund,01.07.1999,1.0,Mikro,Anpartsselskab,24229122,125,531000.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUSCATEC BIOSYSTEMS ApS,"Algade 2 D, 4281 Gørlev",Kalundborg,14.06.2012,3.0,Mikro,Anpartsselskab,34592837,80,355000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GULDBORGSUND FRUGT ApS,"Kraghave Gaabensevej 95, 4800 Nykøbing F",Guldborgsund,16.04.2004,Ikke oplyst,Ikke oplyst,Anpartsselskab,27698913,170,-14000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lille ApS,"Refshalevej 213 B st, 1432 København K",København,23.02.2018,19.0,Lille,Anpartsselskab,39363666,40,3776000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danish Speciality Foods CPH DK ApS,"Gersonsvej 7, 2900 Hellerup",Gentofte,01.05.1988,1.0,Mikro,Anpartsselskab,12121776,18.005,1215000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nymann Agro ApS,"Toftevej 136, 4913 Horslunde",Lolland,03.12.2019,6.0,Mikro,Anpartsselskab,40985980,40,6857000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAGERGÅRDEN VINDING ApS,"Vindingvej 103 2, 7100 Vejle",Vejle,30.05.1991,1.0,Mikro,Anpartsselskab,15248440,335,465000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCANOLA A/S,"Tongavej 1, 8000 Aarhus C",Århus,01.12.1996,15.0,Lille,Aktieselskab,19755444,20.000,27041000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS BAGEL ApS,"Aa.Louis-Hansens Alle 2 A, 3060 Espergærde",Helsingør,29.12.2000,44.0,Lille,Anpartsselskab,25918371,135,24159000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VERONA BAGERIET ApS,"Rosenvængets Allé 17, 2100 København Ø",København,01.01.2002,Ikke oplyst,Ikke oplyst,Anpartsselskab,26382459,125,2926000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLM VANTINGE A/S,"Blåkildevej 27, 5750 Ringe",Faaborg-Midtfyn,18.08.1989,6.0,Mikro,Aktieselskab,13408785,3.000,-4938000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FABRIKKEN LEPO A/S,"Baldersbuen 7, 2640 Hedehusene",Høje-Taastrup,21.06.1977,45.0,Lille,Aktieselskab,83570512,500,34400000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WHITE LABS - COPENHAGEN ApS,"Kirstinehøj 1, 2770 Kastrup",Tårnby,01.09.2014,13.0,Lille,Anpartsselskab,36077166,59,9019000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burpees ApS,"Frederiksgade 44 st, 8000 Aarhus C",Århus,19.07.2023,7.0,Mikro,Anpartsselskab,44196271,40,-731000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARNAD A/S,"Falstervej 6, 9670 Løgstør",Vesthimmerland,23.05.2012,10.0,Lille,Aktieselskab,34580375,613,14507000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tvedemose Ejendom ApS,"Tvedemosevej 2, 4750 Lundby",Vordingborg,19.03.2018,5.0,Mikro,Anpartsselskab,39428954,50,1032000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TENAX SILD A/S,"Tåsingevej 10, 5800 Nyborg",Nyborg,01.01.2002,114.0,Mellemstor,Aktieselskab,26404584,11.860,48854000.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delika Aalborg A/S,"Middelfartvej 2, 9220 Aalborg Øst",Aalborg,27.12.2011,27.0,Lille,Aktieselskab,34092451,3.900,30131000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LE SAINT JACQUES CAFE ApS,"Sankt Jakobs Plads 1, 2100 København Ø",København,30.06.2004,21.0,Lille,Anpartsselskab,27976522,125,9614000.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2 AGRO A/S,"Odinsvej 23, 8722 Hedensted",Hedensted,01.11.1989,32.0,Lille,Aktieselskab,13633398,10.010,33554000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILSUND BLUE A/S,"Øroddevej 100 A, 7900 Nykøbing M",Morsø,01.07.1986,61.0,Mellemstor,Aktieselskab,10314038,1.734,28455000.0,DKK,2024.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Levemand ApS,"Dalgas Avenue 19 4 tv, 8000 Aarhus C",Århus,15.01.2016,1.0,Mikro,Anpartsselskab,37372854,40,370000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NØD ApS,"Hindegade 6, 1303 København K",København,12.05.2023,4.0,Mikro,Anpartsselskab,44050358,40,1312000.0,DKK,2024.0,0,0,10,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KB 2022 ApS,"Smedebjergevej 15, 7980 Vils",Morsø,05.07.2022,27.0,Lille,Anpartsselskab,43373099,40,2521000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VORGOD BAGERI A/S,"Fabriksvej 2, 6920 Videbæk",Ringkøbing-Skjern,30.06.2004,12.0,Lille,Aktieselskab,27927661,500,5648000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rondo ApS,"Sjællandsgade 7 st th, 2200 København N",København,15.01.2021,19.0,Lille,Anpartsselskab,42027995,40,3360000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FJELLERUP BAGERI ApS,"Fjellerup Bygade 20, 8585 Glesborg",Norddjurs,01.07.2002,6.0,Mikro,Anpartsselskab,26677041,125,1117000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP KELCO SERVICES ApS,"Ved Banen 16, 4623 Lille Skensved",Køge,29.03.2000,Ikke oplyst,Ikke oplyst,Anpartsselskab,25315707,1.000,,nan,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
van Hauen Copenhagen ApS,"Gammel Kongevej 177, 1850 Frederiksberg C",Frederiksberg,12.07.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39722925,100,393000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cakes and Friends Bakery ApS,"Paradisæblevej 30, 2500 Valby",København,09.10.2020,9.0,Mikro,Anpartsselskab,41755709,40,723000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYTORVS KONDITORI ApS,"Nytorv 8, 4230 Skælskør",Slagelse,20.02.2002,18.0,Lille,Anpartsselskab,26490308,125,3526000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ja & Ja ApS,"Poppelalle 9, 6900 Skjern",Ringkøbing-Skjern,29.05.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41398604,40,15000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berta Bageri ApS,"Lundingsgade 1, 8000 Aarhus C",Århus,10.02.2016,16.0,Lille,Anpartsselskab,37449687,40,2630000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BENDER TÆRTER ApS,"Hjørringvej 82, 9400 Nørresundby",Aalborg,16.03.2004,5.0,Mikro,Anpartsselskab,27646271,125,1354000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HOLY BEAN ApS,"Cederfeldsgade 18, 5560 Aarup",Assens,11.03.2014,7.0,Mikro,Anpartsselskab,35681841,250,1757000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nørre Aaby Bageri ApS,"Bogensevej 12, 5500 Middelfart",Middelfart,16.04.2015,73.0,Mellemstor,Anpartsselskab,36715936,50,21942000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TheLittleCoffeeBreak ApS,"Hellerupvej 2 B 1 th, 2900 Hellerup",Gentofte,27.02.2018,4.0,Mikro,Anpartsselskab,39369044,40,1490000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Mallows ApS,"Naverland 30, 2600 Glostrup",Glostrup,23.06.2016,8.0,Mikro,Anpartsselskab,37826677,50,3883000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaffedepartementet ApS,"Rentemestervej 64, 2400 København NV",København,16.03.2016,8.0,Mikro,Anpartsselskab,37543497,50,908000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVTO-WEB ApS,"Lind Hansens Vej 13 F, 5000 Odense C",Odense,19.12.2015,2.0,Mikro,Anpartsselskab,37329665,50,717000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juggi Juggi ApS,"Nordre Fasanvej 269, 2200 København N",København,21.12.2020,1.0,Mikro,Anpartsselskab,41980540,40,351000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KROMIX A/S,"Hedegårdvej 8, 7323 Give",Vejle,28.06.2012,3.0,Mikro,Aktieselskab,34610002,500,1193000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glean ApS,"Roholmsvej 17 E, 2620 Albertslund",Albertslund,12.11.2018,19.0,Lille,Anpartsselskab,40014586,118,382000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allé Konditoriet ApS,"Vigerslev Allé 80, 2500 Valby",København,15.01.2021,4.0,Mikro,Anpartsselskab,42040630,40,1247000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORLAX A/S,"Gartnervænget 31, 6855 Outrup",Varde,01.02.1987,249.0,Mellemstor,Aktieselskab,10702437,7.600,126367000.0,DKK,2024.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delika Aarhus A/S,"Gunnar Clausens Vej 13 A st, 8260 Viby J",Århus,12.08.2019,77.0,Mellemstor,Aktieselskab,40715517,200,19386000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vallensbækdellen ApS,"Jydekrogen 1, 2625 Vallensbæk",Vallensbæk,10.12.2008,39.0,Lille,Anpartsselskab,31879914,125,3990000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARNA ApS,"Baldershøj 26 C, 2635 Ishøj",Ishøj,05.12.2012,12.0,Lille,Anpartsselskab,34884501,80,7090000.0,DKK,2023.0,0,0,10,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIERRE BEAUVAIS A/S,"Amagerbro Torv 3 2 th, 2300 København S",København,01.04.2005,Ikke oplyst,Ikke oplyst,Aktieselskab,28692994,504,-75000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SARAY FOOD A/S,"Sleipnersvej 10, 4100 Ringsted",Ringsted,16.10.2013,15.0,Lille,Aktieselskab,35517421,500,3695000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KB 2023 ApS,"Hammerholmen 11 D, 2650 Hvidovre",Hvidovre,06.02.2023,23.0,Lille,Anpartsselskab,43827995,40,1581000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATRIA DANMARK A/S,"Langmarksvej 1, 8700 Horsens",Horsens,01.07.1988,157.0,Mellemstor,Aktieselskab,12483589,40.000,109479000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA TRECCIA ApS,"Industrigrenen 21, 2635 Ishøj",Ishøj,19.07.2014,13.0,Lille,Anpartsselskab,36054573,50,7417000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHMITH & THUNBERG ApS,"Kongevejen 391, 3490 Kvistgård",Helsingør,10.04.2014,9.0,Mikro,Anpartsselskab,35828370,50,1304000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tonies Bakery ApS,"Marielyst Strandvej 47, 4873 Væggerløse",Guldborgsund,18.10.2022,16.0,Lille,Anpartsselskab,43586963,40,2418000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAN BAZAR ApS,"Ruten 6 B, 2700 Brønshøj",København,12.06.2018,10.0,Lille,Anpartsselskab,39663805,50,734000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liljedahls Bageri ApS,"Gymnasievej 29, 4600 Køge",Køge,02.11.2020,26.0,Lille,Anpartsselskab,41810378,40,6428000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
