Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Reparation og vedligeholdelse af færdige metalprodukter,Reparation og vedligeholdelse af maskiner,Reparation og vedligeholdelse af elektrisk udstyr,Installation af industrimaskiner og -udstyr,Reparation og vedligeholdelse af civile skibe og både,Reparation og vedligeholdelse af elektronisk og optisk udstyr,Reparation og vedligeholdelse af civile luft- og rumfartøjer,Reparation og vedligeholdelse af andet udstyr,Reparation og vedligeholdelse af andre civile transportmidler,"Reparation og vedligeholdelse af militære kampkøretøjer, skibe, både og luft- og rumfartøjer"
FERRO DOORS A/S,"Skånevej 4, 6230 Rødekro",Aabenraa,01.03.1995,1.0,Mikro,Aktieselskab,18377136,500.0,1452000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VARDE BAGERI SERVICE ApS,"Sønderkærvej 2, 6862 Tistrup",Varde,24.10.2006,2.0,Mikro,Anpartsselskab,29972885,125.0,268000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VELTEC INDUSTRIAL SERVICES A/S,"Odinsvej 35, 4100 Ringsted",Ringsted,16.03.1982,218.0,Mellemstor,Aktieselskab,89966310,5.502,195407000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Langelands Elektro ApS,"Schnohrsvej 42, 5900 Rudkøbing",Langeland,21.12.2016,5.0,Mikro,Anpartsselskab,38277960,50.0,1382000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S.B. MONTAGE & HANDEL ApS,"Hovedvejen 72, 8722 Hedensted",Hedensted,01.07.2008,2.0,Mikro,Anpartsselskab,31587425,125.0,850000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NIKTRO ApS,"Solvænget 64, 7470 Karup J",Viborg,10.10.1993,1.0,Mikro,Anpartsselskab,17272896,200.0,,nan,2024.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BS M ApS,"Bernhard Bangs Alle 22 kl, 2000 Frederiksberg",Frederiksberg,01.05.2019,1.0,Mikro,Anpartsselskab,40488286,50.0,701000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brødrenes Marine ApS,"Baldershøj 36 E, 2635 Ishøj",Ishøj,04.03.2019,1.0,Mikro,Anpartsselskab,40323341,50.0,1210000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Simmelkær smede ApS,"Hodsagervej 4, 7451 Sunds",Herning,21.01.2021,2.0,Mikro,Anpartsselskab,42052779,40.0,963000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRYNE ApS,"Hasselstræde 17, 7100 Vejle",Vejle,20.03.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,35812091,40.0,18000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ATCOM ApS,"Storstrømsvej 9, 6715 Esbjerg N",Esbjerg,01.06.2001,15.0,Lille,Anpartsselskab,26097282,125.0,23579000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
IP MASKINSERVICE ApS,"Engelsholmvej 29 A, 8940 Randers SV",Randers,26.06.2009,5.0,Mikro,Anpartsselskab,32277853,125.0,3522000.0,DKK,2024.0,0,0,33,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CB ProSolo ApS,"Havnegade 76, 5000 Odense C",Odense,19.02.2016,1.0,Mikro,Anpartsselskab,37466093,125.0,-5000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
iQmatic A/S,"Sommervej 19, 8210 Aarhus V",Århus,14.06.2002,5.0,Mikro,Aktieselskab,26668913,1.25,1417000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MH Portteknik ApS,"Blæsbjergvej 39, 6200 Aabenraa",Aabenraa,27.02.2019,1.0,Mikro,Anpartsselskab,40296522,50.0,1005000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRIMSTRUP'S MASKINVÆRKSTED ApS,"Mørkhusvej 5 F, 4640 Faxe",Faxe,27.06.2007,1.0,Mikro,Anpartsselskab,30705033,125.0,962000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smed`s rep og montage ApS,"Storegade 44, 9550 Mariager",Mariagerfjord,04.11.2020,1.0,Mikro,Anpartsselskab,41820136,40.0,262000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROSENFELT CHRISTENSEN & WEST ENGINEERING A/S,"Rådhus Alle 7, 3650 Ølstykke",Egedal,09.01.1990,29.0,Lille,Aktieselskab,13966532,500.0,25644000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kutterlife ApS,"Træskibshavnen 210, 8000 Aarhus C",Århus,19.05.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43278622,40.0,-44000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KF Midtgaard ApS,"Østermarksvej 76 A, 8983 Gjerlev J",Randers,19.06.2007,Ikke oplyst,Ikke oplyst,Anpartsselskab,30546873,125.0,53000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Martin Aaberg Aps,"Blåhøj 15, 7000 Fredericia",Fredericia,01.09.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42656585,40.0,,nan,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NOLEK A/S,"Birkedam 10 V, 6000 Kolding",Kolding,14.12.2011,10.0,Lille,Aktieselskab,34082545,500.0,5921000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Besrad ApS,"Troldbjergvej 14, 6960 Hvide Sande",Ringkøbing-Skjern,01.11.2016,3.0,Mikro,Anpartsselskab,38148257,200.0,1855000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAWO A/S,"Industrimarken 1, 9530 Støvring",Rebild,01.12.1957,350.0,Stor,Aktieselskab,57008113,15.325,194921000.0,DKK,2024.0,1,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.G. ELEKTRONIK ApS,"Karlsbergvej 95, 8940 Randers SV",Randers,01.01.1987,2.0,Mikro,Anpartsselskab,10739896,200.0,894000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CM Maskinservice ApS,"Elmevej 7, 9632 Møldrup",Viborg,20.01.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39263068,40.0,12000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANSK PAKKEMASKINE UDLEJNING ApS,"Nannerupvej 1, 7870 Roslev",Skive,17.10.2008,Ikke oplyst,Ikke oplyst,Anpartsselskab,31784212,125.0,0.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LH Motor ApS,"Erhvervsvej 2, 4652 Hårlev",Stevns,15.10.2010,3.0,Mikro,Anpartsselskab,33251106,80.0,556000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATR Uno ApS,"Lufthavnsvej 1 B, 6400 Sønderborg",Sønderborg,20.10.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43598147,40.0,-30000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fog Service ApS,"Kyse Markvej 12, 4700 Næstved",Næstved,26.06.2022,3.0,Mikro,Anpartsselskab,43385364,40.0,1792000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BREKI SHIP SERVICE ApS,"Stormgade 1, 5330 Munkebo",Kerteminde,01.09.2011,37.0,Lille,Anpartsselskab,33882238,80.0,26472000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Magnadesign.dk ApS,"Thorshøjvej 7, 4500 Nykøbing Sj",Odsherred,02.08.2021,1.0,Mikro,Anpartsselskab,42576190,40.0,50000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MDM Group ApS,"Ågerupvej 69 A, 4000 Roskilde",Roskilde,15.04.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,36714522,50.0,-14000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ro Hydraulik ApS,"Langgade 74, 4262 Sandved",Næstved,19.06.2017,3.0,Mikro,Anpartsselskab,38730908,50.0,1845000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COOLMATE ApS,"Tolstrupvej 44, 4330 Hvalsø",Lejre,26.04.2007,1.0,Mikro,Anpartsselskab,30579585,125.0,1681000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eryk A/S,"Springbankevej 14, 7323 Give",Vejle,18.05.2009,125.0,Mellemstor,Aktieselskab,32153208,650.0,37110000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ib E. Mortensen A/S,"Vesterbro 73, 8970 Havndal",Randers,29.12.1972,7.0,Mikro,Aktieselskab,42130710,1.05,3191000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montbau Denmark ApS,"Hammerensgade 1 2, 1267 København K",København,01.11.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,38171178,50.0,113000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Allelev Smedie & Landbrugsservice ApS,"Allelevvej 5, 8570 Trustrup",Norddjurs,04.01.2016,2.0,Mikro,Anpartsselskab,37372978,50.0,1226000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STUDSGAARD SAFETY - FIRE & LIFTING DIVISION A/S,"Langerak 57, 9900 Frederikshavn",Frederikshavn,01.10.2012,17.0,Lille,Aktieselskab,34714088,500.0,14913000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
M.L. Enterprise ApS,"Hørretløkken 190, 8320 Mårslet",Århus,05.01.2018,2.0,Mikro,Anpartsselskab,39216914,40.0,680000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fast Set Coating A/S,"Sindalvej 30, 9850 Hirtshals",Hjørring,30.06.2014,7.0,Mikro,Aktieselskab,36029277,500.0,1813000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SEMCO MARITIME A/S,"Esbjerg Brygge 30, 6700 Esbjerg",Esbjerg,29.06.2000,1200.0,Stor,Aktieselskab,25490762,28.753,1313123000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PJ AF 2006 ApS,"Lyøvej 14, 5466 Asperup",Middelfart,15.09.2006,1.0,Mikro,Anpartsselskab,29921784,125.0,228000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Skovshoved Yachtværft ApS,"Skovshoved Havn 8, 2920 Charlottenlund",Gentofte,20.04.2016,6.0,Mikro,Anpartsselskab,37639451,425.0,,nan,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Rosholm Teknik ApS,"Dagmarhaven 58 4 2, 2665 Vallensbæk Strand",Vallensbæk,02.08.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40695575,40.0,56000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACT Safety ApS,"Artillerivej 160 13 1, 2300 København S",København,27.01.2022,7.0,Mikro,Anpartsselskab,43023721,40.0,956000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KVIST AUTOMATION ApS,"Haldagervej 59, 9440 Aabybro",Jammerbugt,01.01.1989,2.0,Mikro,Anpartsselskab,12937172,125.0,1171000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP Automation ApS,"Haremarksvej 10, 8723 Løsning",Hedensted,31.05.2022,14.0,Lille,Anpartsselskab,43298135,50.0,2787000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Stelektro ApS,"Lerbækvej 32, 7100 Vejle",Vejle,03.09.2021,1.0,Mikro,Anpartsselskab,42650846,40.0,-36000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUNTEK ApS,"Brund Strandvej 24, 7130 Juelsminde",Hedensted,16.05.2006,1.0,Mikro,Anpartsselskab,29535175,125.0,500000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyhn & Illum ApS,"Sandvadsvej 13, 4600 Køge",Køge,10.05.1987,16.0,Lille,Anpartsselskab,10839505,200.0,8261000.0,DKK,2023.0,1,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A/S ELEKTRO-JØRGENSEN. RANDERS,"Alsvej 4, 8940 Randers SV",Randers,21.12.1973,6.0,Mikro,Aktieselskab,47703115,1.8,3460000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TECH2ART ApS,"Flyvervej 11, 5700 Svendborg",Svendborg,22.08.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,35893229,50.0,-5000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NorSea Wind A/S,"Kanalen 1, 6700 Esbjerg",Esbjerg,18.03.2005,Ikke oplyst,Ikke oplyst,Aktieselskab,28510438,42.0,-90000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3VH HOLDING ApS,"Søndervej 4 B, 9970 Strandby",Frederikshavn,01.06.2002,Ikke oplyst,Ikke oplyst,Anpartsselskab,26635403,125.0,-15000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.O. Thomsen ApS,"Mejsling Skovvej 78, 7100 Vejle",Vejle,23.08.2016,1.0,Mikro,Anpartsselskab,37949469,160.0,609000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WIEDERQUIST TEKNIK ApS,"Adelgade 101, 4720 Præstø",Vordingborg,14.06.2007,1.0,Mikro,Anpartsselskab,30616308,125.0,188000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CURRU-TEK ApS,"Kærvej 33, 8960 Randers SØ",Randers,06.11.2008,8.0,Mikro,Anpartsselskab,31786908,125.0,8614000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electro Performance A/S,"Jegstrupvej 56, 8361 Hasselager",Århus,05.09.2013,22.0,Lille,Aktieselskab,32341055,500.0,19824000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBS-Service Slagelse ApS,"Nørreås 61, 4200 Slagelse",Slagelse,01.06.2010,Ikke oplyst,Ikke oplyst,Anpartsselskab,32948820,80.0,-132000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jjTrykluft ApS,"Avedøregårdsvej 62, 2650 Hvidovre",Hvidovre,29.10.2015,4.0,Mikro,Anpartsselskab,37215988,50.0,2418000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR Maskinservice ApS,"Egevej 3, 4060 Kirke Såby",Lejre,14.02.2019,5.0,Mikro,Anpartsselskab,40259619,50.0,3359000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WINDTECH A/S,"Mørupvej 35, 7400 Herning",Herning,15.07.2008,18.0,Lille,Aktieselskab,31608171,500.0,5516000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P. G. ANDERSEN & BRUHN ORGELBYGGERI ApS,"Havremarken 3, 3650 Ølstykke",Egedal,25.02.1980,12.0,Lille,Anpartsselskab,89419115,125.0,3876000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MASKINFABRIKKEN.DK ApS,"Tværvej 23, 5771 Stenstrup",Svendborg,22.05.2008,21.0,Lille,Anpartsselskab,31469376,125.0,8124000.0,DKK,2024.0,1,1,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMC Coatable ApS,"Sønderskovvej 94, 9800 Hjørring",Hjørring,01.05.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41357665,40.0,-20000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Egersund Trawl DK A/S,"Vestmolen 26, 9990 Skagen",Frederikshavn,05.05.2017,7.0,Mikro,Aktieselskab,38631527,4.0,9123000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DANFRIG A/S,"Industrivej 15 A, 8660 Skanderborg",Skanderborg,14.10.2011,18.0,Lille,Aktieselskab,33965281,576.0,24301000.0,DKK,2023.0,0,0,33,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PALLE JUUL ApS,"Solvej 3 A, 3100 Hornbæk",Helsingør,18.12.2007,Ikke oplyst,Ikke oplyst,Anpartsselskab,31161193,125.0,237000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP MASKINSERVICE ApS,"Kvinderupvej 22, 3550 Slangerup",Frederikssund,29.06.2010,2.0,Mikro,Anpartsselskab,33050496,80.0,995000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMA INTERNATIONAL ApS,"Højnæsvej 58, 2610 Rødovre",Rødovre,27.08.2003,186.0,Mellemstor,Anpartsselskab,27324967,211.0,87364000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GUG ANLÆG OG PLANTESKOLE A/S,"Indkildevej 17, 9210 Aalborg SØ",Aalborg,30.06.1999,34.0,Lille,Aktieselskab,21843148,600.0,17947000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palletiser A/S,"Industri Vest 9, 4293 Dianalund",Sorø,17.10.2018,5.0,Mikro,Aktieselskab,39960079,400.0,1643000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Worley Danmark Solutions ApS,"Kampmannsgade 2, 1604 København V",København,08.03.2023,9.0,Mikro,Anpartsselskab,43916688,40.0,7883000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Steamtech ApS,"Hellevej 11, 2670 Greve",Greve,15.01.2016,1.0,Mikro,Anpartsselskab,37373494,40.0,603000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUSTOM STEEL ApS,"Lerchenfeldvej 71, 4400 Kalundborg",Kalundborg,12.06.2006,1.0,Mikro,Anpartsselskab,29626782,125.0,1163000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flex Wind A/S,"Lysholt Allé 8, 7100 Vejle",Vejle,21.12.2017,41.0,Lille,Aktieselskab,39191903,7.95,31210000.0,DKK,2023.0,0,0,33,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FALK UNI MONTAGE ApS,"Baldersparken 67, 7000 Fredericia",Fredericia,25.03.2012,1.0,Mikro,Anpartsselskab,34465762,80.0,660000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FLEXIT TAVLER ApS,"Bavnehøjvej 9 B, 8600 Silkeborg",Silkeborg,09.08.2006,9.0,Mikro,Anpartsselskab,29772312,260.0,5374000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MB Engineering ApS,"Stampesvej 56, 7100 Vejle",Vejle,04.04.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,38554247,40.0,772000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Holm´s Maskinservice ApS,"Viborgvej 190, 8450 Hammel",Favrskov,25.06.2015,4.0,Mikro,Anpartsselskab,36938072,50.0,1518000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sørensens Anlæg og Service ApS,"Glibstrupvej 13, 6880 Tarm",Ringkøbing-Skjern,27.05.2015,2.0,Mikro,Anpartsselskab,36905328,50.0,1726000.0,DKK,2024.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOAKIMS MASKINTEKNIK ApS,"Engmosevej 9, 7200 Grindsted",Billund,12.01.2011,5.0,Mikro,Anpartsselskab,33395124,80.0,1969000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dam-CNC Teknik ApS,"Spanghusvej 5, 7321 Gadbjerg",Vejle,17.06.2016,1.0,Mikro,Anpartsselskab,37821306,50.0,466000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Copenhagen Foods & Snacks ApS,"Dalager 9, 2605 Brøndby",Brøndby,01.12.2015,1.0,Mikro,Anpartsselskab,37284513,50.0,260000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ODK GROUP ApS,"Lokesvej 10, 3400 Hillerød",Hillerød,03.02.2015,5.0,Mikro,Anpartsselskab,36531983,50.0,2932000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TwoCut ApS,"Fjellerupvej 9, 5856 Ryslinge",Faaborg-Midtfyn,03.03.2011,Ikke oplyst,Ikke oplyst,Anpartsselskab,33509472,80.0,-5000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imers Industries ApS,"Industrivej 7, 7700 Thisted",Thisted,26.04.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39526123,500.0,568000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASM ØSTERVANG ApS,"Terndrupvej 28, 9510 Arden",Mariagerfjord,01.06.1998,5.0,Mikro,Anpartsselskab,20910704,125.0,1886000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruun Stål & Industri ApS,"Blomsterskrænten 46, 9400 Nørresundby",Aalborg,28.10.2022,3.0,Mikro,Anpartsselskab,43613642,40.0,1433000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MS Bådservice ApS,"Havtornvej 69 4 tv, 2640 Hedehusene",Høje-Taastrup,06.01.2023,2.0,Mikro,Anpartsselskab,43768808,78.0,888000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PLS1 EJENDOMME ApS,"Busbjergvej 85, 8850 Bjerringbro",Viborg,16.04.1999,2.0,Mikro,Anpartsselskab,21646784,126.0,841000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAVE & PARKCENTER SVENDBORG ApS,"Tvedvej 170, 5700 Svendborg",Svendborg,30.06.2012,2.0,Mikro,Anpartsselskab,34608024,80.0,1306000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syddansk Portteknik og Service ApS,"Udsigten 4, 5500 Middelfart",Middelfart,07.06.2022,3.0,Mikro,Anpartsselskab,43312944,40.0,1439000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sommerlund Engineering ApS,"Nyvej 13 B, 7000 Fredericia",Fredericia,19.07.2022,1.0,Mikro,Anpartsselskab,43402544,40.0,1091000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL. SERVICE ApS,"Eskebjergvej 101 A, 4400 Kalundborg",Kalundborg,12.08.2010,4.0,Mikro,Anpartsselskab,33082908,80.0,2209000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gas Turbine Services A/S,"Murervej 4-6, 6710 Esbjerg V",Esbjerg,01.09.1997,21.0,Lille,Aktieselskab,20589183,4.3,44595000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEPTECH AUTOMATIK & PROCESUDSTYR ApS,"Vestervænget 6, 9530 Støvring",Rebild,02.01.2008,1.0,Mikro,Anpartsselskab,31182190,125.0,802000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK-Tech ApS,"Hingevej 5, 8370 Hadsten",Favrskov,08.01.2024,1.0,Mikro,Anpartsselskab,44548054,40.0,358000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ØSTBORNHOLMS KUTTERSERVICE ApS,"Værftsvej 1, 3730 Nexø",Bornholm,18.06.2001,18.0,Lille,Anpartsselskab,26081262,125.0,13327000.0,DKK,2023.0,1,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACK ELECTRONICS A/S,"Søndervangen 94, 3460 Birkerød",Rudersdal,24.11.1992,3.0,Mikro,Aktieselskab,16668486,500.0,391000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
