Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Reparation og vedligeholdelse af færdige metalprodukter,Reparation og vedligeholdelse af maskiner,Reparation og vedligeholdelse af elektrisk udstyr,Installation af industrimaskiner og -udstyr,Reparation og vedligeholdelse af civile skibe og både,Reparation og vedligeholdelse af elektronisk og optisk udstyr,Reparation og vedligeholdelse af civile luft- og rumfartøjer,Reparation og vedligeholdelse af andet udstyr,Reparation og vedligeholdelse af andre civile transportmidler,"Reparation og vedligeholdelse af militære kampkøretøjer, skibe, både og luft- og rumfartøjer"
ALFA LAVAL AALBORG A/S,"Gasværksvej 21, 9000 Aalborg",Aalborg,15.04.1984,335.0,Stor,Aktieselskab,17830635,256.097,345091000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELEKTRO EXPERTEN ApS,"Hovedgaden 3 C, 8831 Løgstrup",Viborg,28.02.2006,4.0,Mikro,Anpartsselskab,29401322,125.0,1956000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOLCO ApS,"Granvænget 8, 7400 Herning",Herning,01.07.2002,8.0,Mikro,Anpartsselskab,26680417,125.0,1668000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gilleleje Bådebyggeri 2019 ApS,"Carl Petersensvej 5, 3250 Gilleleje",Gribskov,31.05.2019,9.0,Mikro,Anpartsselskab,40566244,40.0,3740000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
VESTER'S MASKINSERVICE ApS,"Røddingvej 24, 8830 Tjele",Viborg,23.10.2008,8.0,Mikro,Anpartsselskab,30535081,126.0,4537000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS Transport Køleservice ApS,"Transitvej 22, 6330 Padborg",Aabenraa,06.06.2016,4.0,Mikro,Anpartsselskab,37780170,98.0,4004000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANIELSEN LØNBORG ApS,"Stenbjergvej 18, 6880 Tarm",Ringkøbing-Skjern,27.06.2001,4.0,Mikro,Anpartsselskab,26117151,125.0,830000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAKROGE JERN OG METAL OPKØB ApS,"Slagterivej 14, 7200 Grindsted",Billund,03.05.2010,9.0,Mikro,Anpartsselskab,32888380,80.0,4112000.0,DKK,2024.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EM AF 1/3 2002 A/S,"Dalumvej 23, 4700 Næstved",Næstved,19.06.1989,1.0,Mikro,Aktieselskab,13119406,500.0,300000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAMHUS MASKINVÆRKSTED ApS,"Ellehammervej 4, 6760 Ribe",Esbjerg,20.05.2000,30.0,Lille,Anpartsselskab,25447417,125.0,18962000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomsen S og I ApS,"Vårøvej 6, 5700 Svendborg",Svendborg,17.08.2023,1.0,Mikro,Anpartsselskab,44241250,40.0,1261000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORDBYENS OLIEFYRSSERVICE ApS,"Toftevej 20, 8543 Hornslet",Syddjurs,28.06.2002,Ikke oplyst,Ikke oplyst,Anpartsselskab,10089514,150.0,37000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FJ Maskiner ApS,"Industritoften 14 A, 8660 Skanderborg",Skanderborg,14.06.2024,2.0,Mikro,Anpartsselskab,44897229,40.0,1620000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIBEL INCORPORATED ApS,"Solvang 30, 3450 Allerød",Allerød,01.05.1986,Ikke oplyst,Ikke oplyst,Anpartsselskab,10227305,200.0,-31000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Skovgaard Maskinservice A/S,"Sandholtvej 17, 5400 Bogense",Nordfyns,31.07.2017,7.0,Mikro,Aktieselskab,38824465,400.0,2580000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PB Assist ApS,"Frederikssundsvej 151, 3660 Stenløse",Egedal,27.11.2021,2.0,Mikro,Anpartsselskab,42865303,40.0,302000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S-LIGHT ApS,"Højtoften 6, 9600 Aars",Vesthimmerland,14.08.1998,Ikke oplyst,Ikke oplyst,Anpartsselskab,21042749,600.0,-6000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAABJERG LEG ApS,"Industrivej 1, 6752 Glejbjerg",Vejen,01.01.2003,10.0,Lille,Anpartsselskab,10105463,125.0,4832000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
COFFEECITY ApS,"Hammerholmen 44, 2650 Hvidovre",Hvidovre,09.11.2012,2.0,Mikro,Anpartsselskab,34738440,80.0,736000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Traktor og Entreprenørservice ApS,"Lange Løng 16, 4180 Sorø",Sorø,21.04.2021,15.0,Lille,Anpartsselskab,42328162,40.0,4986000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT-Technic & Music ApS,"Birkkærvej 1, 7870 Roslev",Skive,10.01.2023,1.0,Mikro,Anpartsselskab,43768271,40.0,157000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCANVAEGT SYSTEMS A/S,"Johann Gutenbergs Vej 5-9, 8200 Aarhus N",Århus,02.09.1971,139.0,Mellemstor,Aktieselskab,34113416,5.0,34525000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLOW HAUS ApS,"Ryesvej 40 1, 3000 Helsingør",Helsingør,29.01.2003,1.0,Mikro,Anpartsselskab,27018750,125.0,605000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIG MASKINVÆRKSTED ApS,"Jyderupvej 1 B, 4560 Vig",Odsherred,29.01.2003,11.0,Lille,Anpartsselskab,27032818,188.0,3144000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JP2TAL VENTILATION ApS,"Heglingevej 9, 4180 Sorø",Sorø,12.06.2012,3.0,Mikro,Anpartsselskab,34595836,80.0,832000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYLINDRIC DENMARK A/S,"Falstersvej 1 1, 5500 Middelfart",Middelfart,31.08.1957,69.0,Mellemstor,Aktieselskab,19828328,4.0,27819000.0,DKK,2024.0,1,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MM Maskinservice ApS,"Ringsbjergvej 39, 4682 Tureby",Faxe,18.10.2021,4.0,Mikro,Anpartsselskab,42769983,40.0,910000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KP Stål ApS,"Kattinge Bygade 24 C, 4000 Roskilde",Roskilde,22.06.2023,3.0,Mikro,Anpartsselskab,44134195,40.0,2681000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Birch Skov & Natur ApS,"Virkelyst 11, 4420 Regstrup",Holbæk,01.07.2015,14.0,Lille,Anpartsselskab,36960264,50.0,10129000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUITARSERVICE ApS,"Drejergangen 1 B 1, 2690 Karlslunde",Greve,12.05.2009,Ikke oplyst,Ikke oplyst,Anpartsselskab,32156029,125.0,60000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RNP CONSULT ApS,"Stadionvej 35, 9560 Hadsund",Mariagerfjord,30.08.2010,Ikke oplyst,Ikke oplyst,Anpartsselskab,33144938,80.0,579000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Båd & Svejs ApS,"Palnatokesgade 4 1 tv, 1733 København V",København,15.10.2021,1.0,Mikro,Anpartsselskab,42760455,40.0,470000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FIONIA TEKNIK ApS,"Ronæsskovvej 17, 5580 Nørre Aaby",Middelfart,14.05.2008,1.0,Mikro,Anpartsselskab,31426391,125.0,652000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORDISK CNC SERVICE ApS,"Horsegård 51, 8464 Galten",Skanderborg,12.07.2012,1.0,Mikro,Anpartsselskab,34615950,80.0,1269000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JØRN LARSEN'S SMEDE- OG MASKIN- VÆRKSTED ApS,"Skovalle 15, 6870 Ølgod",Varde,29.06.1998,Ikke oplyst,Ikke oplyst,Anpartsselskab,21196207,176.0,-10000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH Hydraulik ApS,"Skernevej 29, 4840 Nørre Alslev",Guldborgsund,13.06.2018,4.0,Mikro,Anpartsselskab,39638878,50.0,1006000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSM MARINE & OFFSHORE SERVICE A/S,"Kystvejen 100, 5330 Munkebo",Kerteminde,13.02.2013,8.0,Mikro,Aktieselskab,35042199,500.0,8014000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mortens Motor og Montage ApS,"Kaniavej 41, 6960 Hvide Sande",Ringkøbing-Skjern,08.08.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39774739,50.0,23000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENVO SERVICE ApS,"Revlingbjerg 13 D, 6400 Sønderborg",Sønderborg,04.11.2005,Ikke oplyst,Ikke oplyst,Anpartsselskab,29170274,125.0,341000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kjer Maskin Service/Support Aps,"Brøndager 51, 8751 Gedved",Horsens,14.03.2023,1.0,Mikro,Anpartsselskab,43924672,40.0,893000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nexion Northern Europe A/S,"Barrit Langgade 188-190, 7150 Barrit",Hedensted,01.03.1992,153.0,Mellemstor,Aktieselskab,16174394,17.428,58478000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RENO A/S,"Åmarksvej 1, 8250 Egå",Århus,02.07.1984,55.0,Mellemstor,Aktieselskab,75164513,2.1,33991000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Hvid Sjellerupskov ApS,"Holmvej 32, 6430 Nordborg",Sønderborg,20.03.2017,2.0,Mikro,Anpartsselskab,38501704,50.0,1315000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ostergaard Marine Solutions A/S,"Rødspættevej 8, 9970 Strandby",Frederikshavn,01.07.2005,10.0,Lille,Aktieselskab,28868707,500.0,6619000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Global Project Contact ApS,"Fabriksvej 10, 9690 Fjerritslev",Jammerbugt,14.12.2015,3.0,Mikro,Anpartsselskab,37298026,100.0,521000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
World Wide Marine Automation ApS,"Stokkebrovej 1, 5672 Broby",Faaborg-Midtfyn,01.08.2020,2.0,Mikro,Anpartsselskab,41556382,40.0,1469000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Zeppelin Danmark A/S,"Park Allé 363, 2605 Brøndby",Brøndby,01.07.2019,297.0,Stor,Aktieselskab,40649247,43.0,260746000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIOGASTEKNIK A/S,"Nørreager 2, 6950 Ringkøbing",Ringkøbing-Skjern,27.02.2014,8.0,Mikro,Aktieselskab,35672508,500.0,15054000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VESTBJERG SMEDE OG MASKINVÆRKSTED ApS,"Gørtlervej 22, 9320 Hjallerup",Brønderslev-Dronninglund,01.10.2003,6.0,Mikro,Anpartsselskab,27383068,125.0,2713000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sydthy Elektro ApS,"Fabriksvej 1, 7760 Hurup Thy",Thisted,26.06.2023,2.0,Mikro,Anpartsselskab,44141442,40.0,599000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Møllegårdens Service ApS,"Emmedsbovej 16, 8500 Grenaa",Norddjurs,30.04.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39525283,50.0,90000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLASTECH COMPOSITE ApS,"Søndre Havnekaj 19, 5300 Kerteminde",Kerteminde,18.11.2008,7.0,Mikro,Anpartsselskab,31853311,125.0,4596000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PCM Engineering ApS,"Løjt Svinget 5, 6200 Aabenraa",Aabenraa,06.11.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,39070995,40.0,-8000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MH Entreprenørservice ApS,"Lergravvej 11, 8670 Låsby",Skanderborg,13.01.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,38344528,50.0,18000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HERMAND THOMSENS VOD- OG TRAWLBINDERI ApS,"Nørrevej 31, 9970 Strandby",Frederikshavn,25.06.1986,Ikke oplyst,Ikke oplyst,Anpartsselskab,10269784,200.0,-14000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TECHMA AUTOMATION ApS,"Bakkegårdsvej 12, 3660 Stenløse",Egedal,23.06.2021,1.0,Mikro,Anpartsselskab,42487678,40.0,927000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sønderskov Entreprise ApS,"Sønderskovvej 3, 4293 Dianalund",Sorø,16.01.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42071080,40.0,,nan,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUALITRON ELECTRONIC ApS,"Topstykket 11, 3460 Birkerød",Rudersdal,03.07.1974,Ikke oplyst,Ikke oplyst,Anpartsselskab,52839211,240.0,85000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
COPENHAGEN PIPE & STEEL ApS,"O-Vej 1, 2300 København S",København,10.02.2015,3.0,Mikro,Anpartsselskab,36549432,50.0,30000.0,DKK,2024.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dansk Døgnfragt ApS,"Ørbækvej 339 A, 5220 Odense SØ",Odense,08.03.2019,65.0,Mellemstor,Anpartsselskab,40328130,50.0,15476000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blechlavine ApS,"Naverland 34, 2600 Glostrup",Glostrup,06.03.2015,1.0,Mikro,Anpartsselskab,36718056,400.0,181000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Als Teknik ApS,"Højtoften 8, 9560 Hadsund",Mariagerfjord,17.07.2017,2.0,Mikro,Anpartsselskab,38800515,50.0,1168000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AG Energy Consult ApS,"Fabjergstad 42, 7620 Lemvig",Lemvig,17.11.2022,2.0,Mikro,Anpartsselskab,43649191,40.0,1767000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WINCON A/S,"Kertemindevej 62-64, 8940 Randers SV",Randers,30.06.2009,13.0,Lille,Aktieselskab,32289126,500.0,8528000.0,DKK,2023.0,0,0,33,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sydjysk Rustfri ApS,"Østervej 1, 6510 Gram",Haderslev,13.10.2017,2.0,Mikro,Anpartsselskab,39007886,50.0,1002000.0,DKK,2024.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOCUS PORTSERVICE ApS,"Industrikrogen 2, 4683 Rønnede",Faxe,09.01.2008,10.0,Lille,Anpartsselskab,31175232,125.0,8005000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP Service Tebstrup ApS,"Skanderborgvej 32, 8751 Gedved",Horsens,18.05.2017,6.0,Mikro,Anpartsselskab,38681273,50.0,1593000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prozona A/S,"Lillevangsvej 44, 4200 Slagelse",Slagelse,02.01.2017,6.0,Mikro,Aktieselskab,38323687,500.0,174000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL ENTREPRISE HOLDING ApS,"Odsgårdvej 4, 8800 Viborg",Viborg,01.02.2010,Ikke oplyst,Ikke oplyst,Anpartsselskab,32767303,125.0,-31000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRAMIDAN A/S,"Industrivej 69, 6740 Bramming",Esbjerg,27.06.1977,135.0,Mellemstor,Aktieselskab,82116117,500.0,103380000.0,DKK,2024.0,1,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KP Service og Montage ApS,"Åbrinken 10, 6690 Gørding",Esbjerg,16.09.2015,1.0,Mikro,Anpartsselskab,37092029,40.0,530000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Profas ApS,"Elmevej 4, 6840 Oksbøl",Varde,10.03.2021,1.0,Mikro,Anpartsselskab,42211249,40.0,299000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AC Maskin Service ApS,"Stationsvej 18, 3650 Ølstykke",Egedal,14.02.2018,1.0,Mikro,Anpartsselskab,39338157,50.0,362000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASK STALD & MASKINSERVICE ApS,"Knabervej 121, 9620 Aalestrup",Vesthimmerland,14.11.2011,Ikke oplyst,Ikke oplyst,Anpartsselskab,34050481,80.0,6000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIRTSHALS EL-MOTORSERVICE ApS,"Cort Adelersvej 2, 9850 Hirtshals",Hjørring,24.05.1991,11.0,Lille,Anpartsselskab,15143975,300.0,8379000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JKN Rustfri ApS,"Åbakken 34, 6534 Agerskov",Tønder,17.03.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,43942069,40.0,343000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLSEN & PEDERSEN STÅL A/S,"Thorsvej 23, 4100 Ringsted",Ringsted,01.01.1986,74.0,Mellemstor,Aktieselskab,10059844,500.0,18699000.0,DKK,2024.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPENHAGEN OPTICAL COMPANY ApS,"Krogsbækvej 13 A, 2610 Rødovre",Rødovre,26.03.1992,2.0,Mikro,Anpartsselskab,16062243,200.0,653000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regaco A/S,"Marielundvej 46 E st, 2730 Herlev",Herlev,03.05.2004,15.0,Lille,Aktieselskab,27733166,878.0,9037000.0,DKK,2023.0,0,0,33,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dansk Marine Center - Aalborg Yacht Værft A/S,"Bådebyggervej 7, 9000 Aalborg",Aalborg,22.11.2012,29.0,Lille,Aktieselskab,34801797,1.0,7841000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MARINESHAFT A/S,"Jens Munksvej 1, 9850 Hirtshals",Hjørring,11.06.2004,92.0,Mellemstor,Aktieselskab,27905013,5.0,104754000.0,DKK,2023.0,1,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKTIESELSKABET BG SERVICE CENTER,"Jens Juuls Vej 28, 8260 Viby J",Århus,14.05.2004,20.0,Lille,Aktieselskab,27757979,700.0,11047000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kompressorteknik ApS,"Lundingsvej 16, 7000 Fredericia",Fredericia,01.01.2022,3.0,Mikro,Anpartsselskab,42977632,6.0,2065000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JENIT A/S,"Egeskovvej 10, 8700 Horsens",Horsens,17.04.2007,Ikke oplyst,Ikke oplyst,Aktieselskab,29811164,500.0,899000.0,DKK,2023.0,1,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APD HOLDING A/S,"Hvalpsundvej 20, 9610 Nørager",Rebild,01.04.1995,Ikke oplyst,Ikke oplyst,Aktieselskab,18591170,950.0,-12000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIRCRAFT ApS,"Mosetoften 20, 2600 Glostrup",Glostrup,07.03.2001,1.0,Mikro,Anpartsselskab,25938887,125.0,-350000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Våbenfabrikken ApS,"Roholmsvej 4 D, 2620 Albertslund",Albertslund,14.12.2020,13.0,Lille,Anpartsselskab,41965827,78.0,711000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Voltumachine ApS,"Bådehavnsgade 42 K 1, 2450 København SV",København,24.04.2023,1.0,Mikro,Anpartsselskab,44010836,40.0,575000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
QTEC ApS,"Lundsbjerg Industrivej 17, 6200 Aabenraa",Aabenraa,24.06.2005,5.0,Mikro,Anpartsselskab,28854943,125.0,3015000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Begatek ApS,"Ravelsvej 41, 7500 Holstebro",Holstebro,15.06.2006,2.0,Mikro,Anpartsselskab,29620555,125.0,1005000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magnussen Service ApS,"Gl Skolevej 13, 6200 Aabenraa",Aabenraa,04.02.2021,1.0,Mikro,Anpartsselskab,42104183,40.0,510000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN ELEKTRO ApS,"Østre Alle 14, 4800 Nykøbing F",Guldborgsund,04.03.2011,2.0,Mikro,Anpartsselskab,33511930,80.0,639000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Østjysk Lokomotiv Service ApS,"Herman Bangs Vej 1, 8660 Skanderborg",Skanderborg,10.08.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39777908,50.0,747000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hydra-Tech ApS,"Bubbelvej 22, 5464 Brenderup Fyn",Middelfart,22.01.2018,2.0,Mikro,Anpartsselskab,39267616,50.0,898000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK Stålteknik ApS,"Jupitervej 4, 6800 Varde",Varde,18.04.2023,1.0,Mikro,Anpartsselskab,43995545,40.0,776000.0,DKK,2024.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCHJ Service ApS,"Jensensvej 11 B, 3400 Hillerød",Hillerød,28.01.2019,1.0,Mikro,Anpartsselskab,40208240,50.0,425000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siguna Filters ApS,"Nydamsvej 41, 8362 Hørning",Skanderborg,01.03.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41208716,40.0,-16000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ELTRONIC A/S,"Kilde Alle 4, 8722 Hedensted",Hedensted,01.06.1993,316.0,Stor,Aktieselskab,17024280,1.2,242580000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JYSK VANDTEKNIK ApS,"Lundagervej 112, 8723 Løsning",Hedensted,29.03.2006,12.0,Lille,Anpartsselskab,29427410,159.0,4297000.0,DKK,2024.0,0,0,33,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PROCESS SUPPORT ApS,"Vandtårnsvej 77, 2860 Søborg",Gladsaxe,10.09.2012,11.0,Lille,Anpartsselskab,34701466,81.0,3157000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
