Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Fremstilling af andet elektrisk udstyr,"Fremstilling af elektriske motorer, generatorer og transformatorer",Fremstilling af andre elektroniske og elektriske ledninger og kabler,Fremstilling af elektriske fordelings- og kontrolapparater,Fremstilling af belysningsartikler,Fremstilling af tilbehør til ledninger og kabler,Fremstilling af elektriske husholdningsapparater,Fremstilling af ikke-elektriske husholdningsapparater,Fremstilling af batterier og akkumulatorer,Fremstilling af lyslederkabler
NKT PHOTONICS A/S,"Bregnerødvej 144, 3460 Birkerød",Rudersdal,09.11.2000,319.0,Stor,Aktieselskab,10048265,16.0,35035000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HARTING ApS,"Lysholt Allé 8, 7100 Vejle",Vejle,24.05.2005,12.0,Lille,Anpartsselskab,28715994,125.0,13721000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danish Lighting ApS,"Havnevej 1, 4000 Roskilde",Roskilde,04.05.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,38618725,50.0,-120000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR Focus ApS,"Mosrosevej 17, 8541 Skødstrup",Århus,10.04.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,36711337,50.0,-55000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS Automation ApS,"Nejs Bjerg 65, 6310 Broager",Sønderborg,06.04.2020,2.0,Mikro,Anpartsselskab,41291737,40.0,874000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Danish Consultant ApS,"Harebakken 1, 8382 Hinnerup",Favrskov,01.09.2011,1.0,Mikro,Anpartsselskab,33878818,250.0,1522000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUJAS A/S,"Sivlandvænget 9 A, 5260 Odense S",Odense,19.12.2016,9.0,Mikro,Aktieselskab,38268635,500.0,6714000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Heraeus Covantics Denmark ApS,"Priorparken 611, 2605 Brøndby",Brøndby,24.03.2023,35.0,Lille,Anpartsselskab,43940899,40.0,-14370000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JT Service-Partner ApS,"Skæphøj 6, 8680 Ry",Skanderborg,19.10.2017,1.0,Mikro,Anpartsselskab,39039753,50.0,521000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nokalux ApS,"Arnold Nielsens Boulevard 77, 2650 Hvidovre",Hvidovre,30.08.2023,2.0,Mikro,Anpartsselskab,44280469,300.0,620000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
iiON-Systems IOT ApS,"Mossøvej 2, 8240 Risskov",Århus,14.04.2016,1.0,Mikro,Anpartsselskab,37612340,130.0,955000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THYRRESTRUP ELECTRONIC A/S,"Skovvænget 6, 4622 Havdrup",Solrød,29.06.2007,2.0,Mikro,Aktieselskab,30703006,500.0,-13000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vision Illumination ApS,"Hammerbakken 16, 3460 Birkerød",Rudersdal,10.09.2021,3.0,Mikro,Anpartsselskab,42672696,40.0,-200000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVCONNECT ApS,"Alsikemarken 79, 2860 Søborg",Gladsaxe,07.05.2009,1.0,Mikro,Anpartsselskab,32150772,125.0,205000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIGATRONIC AUTOMATION A/S,"Knøsgårdvej 112, 9440 Aabybro",Jammerbugt,10.12.1985,33.0,Lille,Aktieselskab,10086876,1.0,24121000.0,DKK,2023.0,1,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun To Cable ApS,"Paghs Alle 10, 6705 Esbjerg Ø",Esbjerg,22.12.2020,3.0,Mikro,Anpartsselskab,41972378,40.0,85000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
POWERCON A/S,"Mariagervej 58 A, 9500 Hobro",Mariagerfjord,18.06.2009,211.0,Mellemstor,Aktieselskab,32270433,500.0,126264000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dacoma ApS,"Abildvej 5 A, 5700 Svendborg",Svendborg,15.10.2018,1.0,Mikro,Anpartsselskab,39973359,64.0,1682000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELECTROCELL A/S,"Vennelystvej 1, 6880 Tarm",Ringkøbing-Skjern,07.09.2004,Ikke oplyst,Ikke oplyst,Aktieselskab,28105835,500.0,2214000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robots and Cobots ApS,"Rosbjergvej 22 N, 8220 Brabrand",Århus,03.08.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42576085,40.0,28000.0,DKK,2023.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Saveeye ApS,"Skjoldsbjergvej 1, 8464 Galten",Skanderborg,08.01.2018,5.0,Mikro,Anpartsselskab,39223643,64.0,-1393000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SENECO A/S,"Hasselager Centervej 25 1, 8260 Viby J",Århus,10.03.2014,8.0,Mikro,Aktieselskab,35680586,1.651,-7123000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARSALLE ELEKTRO ApS,"Marsalle 95, 8700 Horsens",Horsens,30.03.2011,4.0,Mikro,Anpartsselskab,33585535,80.0,1918000.0,DKK,2024.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amina Denmark ApS,"Hagenæs 55, 4040 Jyllinge",Roskilde,26.04.2023,1.0,Mikro,Anpartsselskab,44033046,40.0,-133000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIGNUM ApS,"Moesgårdvej 14 B, 8270 Højbjerg",Århus,01.07.1999,Ikke oplyst,Ikke oplyst,Anpartsselskab,21794872,400.0,-11000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
V. BRØNDUM A/S,"Sadolinsvej 14, 8600 Silkeborg",Silkeborg,06.07.1976,28.0,Lille,Aktieselskab,42039128,500.0,20418000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Wellondore ApS,"Amaliegade 6 2 tv, 1256 København K",København,05.02.2024,2.0,Mikro,Anpartsselskab,44624311,40.0,-9000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AE Partner ApS,"Ellemosen 7, 8680 Ry",Skanderborg,12.12.2018,6.0,Mikro,Anpartsselskab,40099867,50.0,-30000.0,DKK,2023.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SELEKTRO GROUP A/S,"Erhvervsvej 33, 9632 Møldrup",Viborg,01.06.1991,47.0,Lille,Aktieselskab,15180498,500.0,28786000.0,DKK,2023.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Made4cnc ApS,"Helgavej 26, 5230 Odense M",Odense,20.01.2021,1.0,Mikro,Anpartsselskab,42046507,60.0,72000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soltra ApS,"Osvald Pedersens Vej 2 K, 6980 Tim",Ringkøbing-Skjern,18.12.2018,24.0,Lille,Anpartsselskab,40121447,50.0,25730000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAVI Electronics ApS,"Mineralvej 2 A, 9220 Aalborg Øst",Aalborg,02.05.2015,20.0,Lille,Anpartsselskab,36731303,50.0,14576000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCANION ApS,"Skovgyden 16, 5540 Ullerslev",Nyborg,02.04.1990,2.0,Mikro,Anpartsselskab,14030581,125.0,544000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AD CONTROL ApS,"Smedegade 38 B, 4200 Slagelse",Slagelse,04.08.2006,6.0,Mikro,Anpartsselskab,29769664,125.0,7800000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Oktogrid ApS,"Thoravej 24, 2400 København NV",København,18.01.2019,10.0,Lille,Anpartsselskab,40223126,93.0,1225000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InnoChiller Aps,"Nørregade 56, 6960 Hvide Sande",Ringkøbing-Skjern,12.04.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,37627666,1.4,134000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
IMAGE HOUSE PANTOINSPECT A/S,"Titangade 9 C 1, 2200 København N",København,04.03.2013,12.0,Lille,Aktieselskab,35055223,2.323,17462000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESTRON A/S,"Industrivej 5, 8653 Them",Silkeborg,19.12.1994,29.0,Lille,Aktieselskab,18212099,500.0,39866000.0,DKK,2023.0,0,0,27,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANSK INDUSTRI KOMPENSERING ApS,"Brogårdsvej 34, 8370 Hadsten",Favrskov,12.12.2008,5.0,Mikro,Anpartsselskab,31885094,250.0,4712000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUTEK ApS,"Industrivænget 4 A, 3320 Skævinge",Hillerød,28.12.2010,1.0,Mikro,Anpartsselskab,33378181,80.0,1055000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veeking ApS,"Sønderborggade 1 4 tv, 2100 København Ø",København,18.12.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,37315923,50.0,-59000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BELDEN CEKAN A/S,"Videhøjvej 4, 8883 Gjern",Silkeborg,19.12.1979,45.0,Lille,Aktieselskab,89302528,500.0,6129000.0,DKK,2023.0,1,0,27,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NT Energy ApS,"Sdr Tingvej 10, 6630 Rødding",Vejen,03.02.2022,3.0,Mikro,Anpartsselskab,43029541,40.0,6538000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J-light ApS,"Havbogårdsvej 1, 2680 Solrød Strand",Solrød,07.12.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,39144131,40.0,315000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KVA DIESEL ApS,"Borrisvej 10, 6900 Skjern",Ringkøbing-Skjern,01.04.2014,5.0,Mikro,Anpartsselskab,35818014,50.0,3376000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQ-plug ApS,"Håndværkervej 4, 9560 Hadsund",Mariagerfjord,01.07.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41485183,40.0,-1279000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD OFFSHORE A/S,"Industrivej 2, 6900 Skjern",Ringkøbing-Skjern,02.07.2001,Ikke oplyst,Ikke oplyst,Aktieselskab,26132711,500.0,103000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANFYSIK A/S,"Gregersensvej 8, 2630 Taastrup",Høje-Taastrup,08.01.2009,93.0,Mellemstor,Aktieselskab,31934826,8.0,65800000.0,DKK,2024.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maseliving ApS,"Glentehusene 6, 2620 Albertslund",Albertslund,01.01.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42018961,40.0,87000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Vikinor A/S,"Vandtårnsvej 62 A 2 a, 2860 Søborg",Gladsaxe,12.02.2023,13.0,Lille,Aktieselskab,43854003,500.0,4255000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS Batteri ApS,"Thulstrupvej 5, 9500 Hobro",Mariagerfjord,18.04.2023,2.0,Mikro,Anpartsselskab,43993488,40.0,449000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A/S TOBIAS JENSEN PRODUCTION,"Metalgangen 9 C st, 2690 Karlslunde",Greve,26.03.1990,5.0,Mikro,Aktieselskab,14006249,500.0,3083000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEMINA TERMIX PRODUCTION A/S,"Navervej 15-17, 7451 Sunds",Herning,01.09.1987,135.0,Mellemstor,Aktieselskab,11169449,2.5,243587000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EC POWER A/S,"Samsøvej 25, 8382 Hinnerup",Favrskov,01.04.1996,66.0,Mellemstor,Aktieselskab,19228509,6.0,56854000.0,DKK,2023.0,1,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Concens A/S,"Oddesundvej 1, 6715 Esbjerg N",Esbjerg,19.03.2003,32.0,Lille,Aktieselskab,10132266,2.44,17352000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kobba ApS,"Esbern Snares Gade 11 4 th, 1725 København V",København,31.03.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42269085,41.0,-15000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HANS TØRSLEFF MANPOWER ApS,"Gammel Kongevej 161, 1850 Frederiksberg C",Frederiksberg,23.08.2007,4.0,Mikro,Anpartsselskab,30807960,125.0,995000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSQ Power ApS,"Ndr Dragørvej 170, 2791 Dragør",Tårnby,01.05.2015,3.0,Mikro,Anpartsselskab,36737115,50.0,3507000.0,DKK,2023.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
COPENLIGHT ApS,"Kenny Drews Vej 93 2 th, 2450 København SV",København,11.07.2008,Ikke oplyst,Ikke oplyst,Anpartsselskab,31749484,125.0,-56000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Multichanger.dk ApS,"Læsøvej 10, 7000 Fredericia",Fredericia,17.12.2015,2.0,Mikro,Anpartsselskab,37321087,63.0,1991000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vandvagt Holding ApS,"Sejlhøjvej 3, 7700 Thisted",Thisted,09.01.1998,Ikke oplyst,Ikke oplyst,Anpartsselskab,20587733,125.0,42000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLEX ACOUSTICS ApS,"Ny Carlsberg Vej 27 4 th, 1760 København V",København,17.06.2005,1.0,Mikro,Anpartsselskab,28851049,229.0,2707000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANTRAFO A/S,"Fabriksvej 2, 7620 Lemvig",Lemvig,11.09.1984,60.0,Mellemstor,Aktieselskab,87208117,11.5,20807000.0,DKK,2023.0,1,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEC ApS,"Industriparken 23, 2750 Ballerup",Ballerup,28.06.2007,44.0,Lille,Anpartsselskab,30551451,300.0,4271000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
UV Medico A/S,"Søren Frichs Vej 50, 8230 Åbyhøj",Århus,16.08.2021,28.0,Lille,Aktieselskab,42602582,400.0,4946000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Smart Grid - X ApS,"Stormgade 50, 6700 Esbjerg",Esbjerg,01.11.2022,3.0,Mikro,Anpartsselskab,43622080,50.0,31000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P700 Studio ApS,"Hallandsgade 6 A 5 tv, 2300 København S",København,11.05.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,44046903,40.0,7000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Prebi Handel ApS,"Haraldsvej 16, 8960 Randers SØ",Randers,21.12.1982,Ikke oplyst,Ikke oplyst,Anpartsselskab,70092816,900.0,-244000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FMA TEKNIK ApS,"Tjørnevej 22, 4140 Borup",Køge,12.06.2006,1.0,Mikro,Anpartsselskab,29629048,125.0,66000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zenziot ApS,"Føltvedvej 19, 9362 Gandrup",Aalborg,21.04.2015,1.0,Mikro,Anpartsselskab,36719389,50.0,956000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIEWNET SYSTEMS ApS,"Ingolf Nielsens Vej 20, 6400 Sønderborg",Sønderborg,19.03.2009,13.0,Lille,Anpartsselskab,32080901,300.0,11467000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cephei Energy ApS,"Gyvelbakken 7, 3460 Birkerød",Rudersdal,08.03.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,43915037,40.0,576000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ELEKTRODYN. HADSUND ApS,"Brohusvej 25, 9560 Hadsund",Mariagerfjord,09.12.1975,1.0,Mikro,Anpartsselskab,54573715,200.0,180000.0,DKK,2024.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RETEC AUTOMATION ApS,"Fjordagervej 38, 6100 Haderslev",Haderslev,04.05.2009,3.0,Mikro,Anpartsselskab,32146996,126.0,1349000.0,DKK,2023.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MacroCaps ApS,"A.P. Møllers Allé 39 A, 2791 Dragør",Tårnby,01.12.2016,5.0,Mikro,Anpartsselskab,38225170,369.0,-2461000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORDIC HEAT ApS,"Kratbjerg 240, 3480 Fredensborg",Fredensborg,10.12.2012,2.0,Mikro,Anpartsselskab,34880816,100.0,2130000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN SOLUTIONS ApS,"Hagensvej 14, 9530 Støvring",Rebild,17.03.2014,13.0,Lille,Anpartsselskab,35810838,148.0,5203000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TEOWGREEN ApS,"Sverkilstrupvejen 75, 3390 Hundested",Halsnæs,13.12.2011,Ikke oplyst,Ikke oplyst,Anpartsselskab,34080925,80.0,33000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSS Electronics ApS,"Søren Frichs Vej 38 K, 8230 Åbyhøj",Århus,14.04.2015,7.0,Mikro,Anpartsselskab,36711949,40.0,30053000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Systemteknik af 2021 A/S,"Sundsholmen 3, 9400 Nørresundby",Aalborg,12.10.2021,37.0,Lille,Aktieselskab,42749419,833.0,21649000.0,DKK,2023.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MANAGER INVENTAR-TEKNIK ApS,"Produktionsvej 20, 2600 Glostrup",Glostrup,04.02.2000,1.0,Mikro,Anpartsselskab,25180852,390.0,2512000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JH DEVELOPMENT ApS,"Damgårdsvej 38, 8660 Skanderborg",Skanderborg,28.06.2012,1.0,Mikro,Anpartsselskab,34603146,80.0,559000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAVID SUPER-LIGHT A/S,"Glarmestervej 43, 8722 Hedensted",Hedensted,01.05.1997,21.0,Lille,Aktieselskab,20053283,550.0,10857000.0,DKK,2024.0,1,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Simplewire ApS,"Store Kongensgade 110 H st, 1264 København K",København,25.04.2022,3.0,Mikro,Anpartsselskab,43244167,40.0,211000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Holst Junior Holding ApS,"Lynge Stationsvej 43, 3540 Lynge",Allerød,25.11.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41884975,40.0,,nan,2023.0,0,0,27,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MEKOPRINT A/S,"Hermesvej 2, 9530 Støvring",Rebild,01.05.1987,456.0,Stor,Aktieselskab,10825598,5.0,231377000.0,DKK,2024.0,1,1,27,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CTEK DENMARK ApS,"Rolighedsvej 7, 9240 Nibe",Aalborg,15.11.2013,4.0,Mikro,Anpartsselskab,35532633,80.0,2585000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ReliBond ApS,"Lindenborgvej 86, 4000 Roskilde",Roskilde,20.08.2015,7.0,Mikro,Anpartsselskab,36995114,106.0,1644000.0,DKK,2023.0,1,0,27,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RE-ELTEKNIK ApS,"Smedebakken 42, 7200 Grindsted",Billund,13.12.2004,7.0,Mikro,Anpartsselskab,28295960,125.0,4785000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Batteriservice ApS,"Tangmosevej 87 G, 4600 Køge",Køge,29.06.2015,4.0,Mikro,Anpartsselskab,36941715,50.0,1103000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ULSTED SOLENERGI ApS,"Houvej 137, 9370 Hals",Aalborg,01.05.2012,3.0,Mikro,Anpartsselskab,34487596,80.0,459000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O.J. ELECTRIC ApS,"Sandgårdvej 11 A, 7540 Haderup",Herning,17.05.2002,1.0,Mikro,Anpartsselskab,26639050,125.0,344000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
N B AUTOMATIC ApS,"Mariagervej 4 A, 9560 Hadsund",Mariagerfjord,01.01.2000,4.0,Mikro,Anpartsselskab,25108213,125.0,1161000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DANPOWER ELECTRONICS ApS,"Møllevænget 18, 3200 Helsinge",Gribskov,29.05.2001,1.0,Mikro,Anpartsselskab,26063531,125.0,1228000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VENSET A/S,"Industrivej 23, 6900 Skjern",Ringkøbing-Skjern,18.08.2004,Ikke oplyst,Ikke oplyst,Aktieselskab,27988091,500.0,4382000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otiom A/S,"Rådyret 48, 9530 Støvring",Rebild,17.12.2018,5.0,Mikro,Aktieselskab,40115420,400.0,8000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASI TECHNOLOGY A/S,"Rugvænget 30 1, 2630 Taastrup",Høje-Taastrup,13.10.2010,11.0,Lille,Aktieselskab,33247583,500.0,3470000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOLIPLEX ApS,"Sognevej 25, 2605 Brøndby",Brøndby,08.05.2012,Ikke oplyst,Ikke oplyst,Anpartsselskab,34575568,80.0,418000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DKT A/S,"Fanøvej 6, 4060 Kirke Såby",Lejre,04.12.1980,16.0,Lille,Aktieselskab,82151419,1.0,6849000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
PRO-AUTOMATIC A/S,"Søndermarken 16, 6670 Holsted",Vejen,09.08.2000,261.0,Stor,Aktieselskab,25665740,1.0,157087000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTULUX A/S,"Porsborgparken 35, 9530 Støvring",Rebild,08.07.2005,89.0,Mellemstor,Aktieselskab,28892195,698.0,81521000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WATTSUP POWER A/S,"Sydholmen 8, 2650 Hvidovre",Hvidovre,19.03.2014,10.0,Lille,Aktieselskab,35827048,1.0,5306000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
